"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,NA,1,3,0.666666666666667,0.166666666666667,50,85,2,2,25,1
1,1,4,3,3,3,3,4,4,3,5,4,4,2,4,5,5,6,4,1,1,60,40,3,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,6,4,0.833333333333333,0.833333333333333,85,60,3,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,5,0.666666666666667,0.166666666666667,70,60,1,5,54,1
1,1,5,5,3,3,5,5,5,5,2,4,4,5,5,4,5,4,5,0.666666666666667,0.166666666666667,40,60,2,2,38,1
2,1,3,2,5,5,4,4,3,4,4,2,4,1,4,3,5,3,4,0.833333333333333,1,70,30,2,3,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,7,5,0.5,0.666666666666667,70,60,3,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,5,0.5,0.5,85,70,1,4,43,0
1,1,4,4,3,5,4,4,5,5,2,4,4,1,4,2,5,7,5,0.333333333333333,0,0,100,1,2,37,0
4,2,5,5,5,1,5,5,5,5,1,5,5,1,1,2,5,7,5,NA,0,0,100,1,2,46,0
4,4,4,4,5,5,5,4,2,4,4,3,4,4,4,4,5,7,5,0.833333333333333,1,100,0,0,4,83,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.666666666666667,0.666666666666667,70,70,1,3,35,0
1,1,4,2,3,5,2,4,3,2,2,4,4,1,4,2,2,5,5,0.666666666666667,0.5,60,70,1,5,53,1
1,1,5,5,3,5,5,5,5,5,4,4,5,1,5,5,5,5,5,0.5,0.333333333333333,60,70,1,5,63,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,3,0.5,0.666666666666667,60,60,0,1,83,1
1,2,4,5,3,3,3,5,3,5,3,4,5,1,5,3,4,4,5,0.5,0.5,50,75,2,4,46,0
5,4,5,5,3,5,5,5,5,5,2,3,5,1,1,2,2,2,3,NA,0.666666666666667,85,40,0,3,61,1
1,4,2,2,3,5,2,1,2,4,5,5,5,1,2,1,5,4,4,0.666666666666667,1,80,65,3,3,64,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,4,3,0.666666666666667,0.833333333333333,70,40,0,5,18,0
4,2,3,4,3,3,4,4,4,3,4,4,4,1,4,4,2,5,4,0.5,0.666666666666667,60,60,1,3,24,0
1,2,2,2,3,3,3,3,4,2,2,2,4,2,4,4,5,5,4,0.333333333333333,0.666666666666667,60,40,3,3,25,0
5,4,2,1,1,5,4,4,2,4,2,1,4,1,2,2,5,6,4,0.333333333333333,0,30,85,1,2,50,1
5,1,4,4,3,3,5,4,4,4,2,2,5,2,2,2,4,5,NA,0.5,0.5,NA,NA,1,3,23,1
2,2,3,3,5,3,3,4,4,4,2,4,4,2,3,4,5,4,4,0.5,0.666666666666667,50,50,2,3,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,5,4,0.833333333333333,1,100,15,2,3,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,4,4,0.5,0.166666666666667,85,85,1,2,48,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,2,5,0.5,1,60,50,3,4,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,4,5,0.666666666666667,0.833333333333333,70,70,1,3,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,1,0.333333333333333,0.166666666666667,30,70,2,4,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,5,0.333333333333333,0.333333333333333,70,60,0,2,20,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,6,5,0.833333333333333,1,70,30,1,4,44,1
1,2,4,4,3,3,4,3,4,3,2,4,4,1,2,1,4,7,5,0.666666666666667,0.833333333333333,70,30,2,4,19,0
1,2,2,4,5,5,3,3,4,2,4,4,4,1,2,2,4,4,4,0.5,0.833333333333333,50,50,1,4,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,NA,4,4,NA,0.833333333333333,50,30,0,1,45,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,5,4,0.5,1,100,50,3,3,73,1
1,3,5,2,3,5,3,2,3,5,4,4,5,2,5,2,5,6,5,0.666666666666667,0.666666666666667,60,30,3,5,59,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,5,1,0.666666666666667,0.666666666666667,70,0,3,4,58,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,4,5,0.666666666666667,0.833333333333333,60,40,3,5,30,1
3,1,4,2,3,3,4,3,5,4,4,4,5,1,2,2,4,NA,4,0.333333333333333,0.166666666666667,50,70,2,4,34,0
2,1,2,2,3,3,2,2,2,2,5,4,5,1,4,1,4,3,3,0.5,NA,50,50,1,2,36,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,4,4,0.5,0.166666666666667,40,60,2,4,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,4,4,0.5,0.166666666666667,40,70,1,1,29,1
4,2,4,2,3,1,4,3,4,3,2,2,4,2,2,4,5,4,4,0.5,0.833333333333333,60,60,3,2,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,3,0.666666666666667,0.5,50,50,1,4,25,0
4,1,5,2,5,5,5,5,5,5,1,5,5,1,1,1,5,5,1,0.333333333333333,0,60,70,0,3,78,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,NA,6,5,0.833333333333333,0.833333333333333,70,NA,3,4,71,1
3,1,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,7,5,0.833333333333333,0.5,5,0,1,4,64,0
4,1,4,5,3,5,2,4,3,1,4,2,4,1,4,5,5,4,4,0.5,0.166666666666667,0,100,1,3,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,1,NA,0,40,100,2,2,76,1
5,5,4,3,3,NA,4,5,3,5,5,4,5,2,4,3,2,4,3,0.333333333333333,0.333333333333333,75,80,3,4,57,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,5,0.333333333333333,0.333333333333333,60,60,2,2,21,1
5,4,4,5,5,NA,4,5,3,5,4,5,5,3,4,5,NA,NA,3,0.333333333333333,0.166666666666667,30,80,NA,3,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,5,4,0.333333333333333,0.833333333333333,70,50,2,3,23,0
4,2,4,4,3,3,2,2,2,4,3,2,4,1,2,2,NA,4,3,NA,0.5,50,50,1,2,19,1
2,1,3,4,3,1,4,3,4,4,2,1,4,3,4,4,4,NA,4,NA,0.5,85,70,0,1,18,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,4,0.333333333333333,0.666666666666667,70,60,0,1,18,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,4,5,0.666666666666667,0.166666666666667,60,70,3,5,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,6,4,0.833333333333333,1,85,40,2,4,80,1
5,1,1,5,5,3,4,4,5,4,3,4,5,1,4,5,5,5,5,0.833333333333333,1,100,15,1,2,33,1
5,NA,4,4,5,3,2,4,4,5,5,2,5,2,5,3,5,5,4,0.5,0,50,70,0,4,74,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,4,4,0.5,0.166666666666667,40,60,1,3,61,1
3,5,4,2,3,5,3,5,3,5,3,4,5,1,2,1,5,4,4,NA,0.166666666666667,40,50,1,2,28,1
1,1,2,1,3,3,2,2,4,2,3,4,4,1,1,2,2,3,2,0.333333333333333,0.166666666666667,40,60,3,4,52,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,3,NA,0,15,100,1,2,51,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,3,4,0.666666666666667,0.333333333333333,40,50,1,4,47,0
4,4,4,3,3,5,4,4,5,4,1,2,2,1,5,4,5,6,4,0.833333333333333,1,100,40,3,5,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,6,4,0.5,0.166666666666667,50,85,1,3,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,5,4,0.333333333333333,0.833333333333333,60,50,1,3,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,NA,4,4,0.5,0.5,15,15,3,4,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,4,NA,0,70,85,1,3,61,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,5,0.833333333333333,1,60,40,2,4,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,4,0.5,0.833333333333333,60,NA,1,2,32,1
4,1,3,1,3,3,3,2,2,2,2,4,5,2,2,2,5,4,4,0.5,0.833333333333333,60,50,1,2,39,1
1,1,3,5,5,5,4,5,5,5,4,2,4,5,5,3,5,6,5,0.833333333333333,0,50,85,0,2,39,0
5,5,5,2,5,3,5,5,5,3,5,4,5,1,4,2,5,7,3,0.5,0.833333333333333,50,60,0,3,22,1
NA,1,5,1,5,3,5,5,2,5,1,1,5,2,5,5,5,7,5,0.5,NA,50,50,1,3,42,0
3,1,4,4,3,3,5,5,5,5,3,2,4,1,3,4,5,4,3,0.5,0,60,70,1,2,26,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,6,4,NA,0.666666666666667,85,40,2,3,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,4,0.833333333333333,1,85,30,3,3,22,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,6,4,0.666666666666667,0.166666666666667,85,70,1,4,31,0
1,1,1,1,1,5,5,5,5,5,5,1,3,1,1,1,5,7,1,NA,NA,0,85,1,1,25,0
1,1,3,2,3,5,4,4,3,5,4,2,4,1,5,4,2,4,1,0.833333333333333,1,85,60,3,5,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,4,0.666666666666667,1,80,20,1,2,45,1
3,2,5,2,5,5,4,3,2,5,4,1,5,1,2,1,2,5,4,0.833333333333333,0.833333333333333,85,50,NA,4,64,0
5,NA,NA,2,NA,1,3,NA,NA,5,2,3,5,1,3,1,NA,7,5,NA,NA,NA,NA,0,2,24,0
1,1,2,1,3,1,2,2,4,3,4,2,2,1,2,2,1,3,2,0.5,1,85,30,3,4,41,0
1,1,2,1,3,5,3,3,3,4,3,2,4,1,2,1,5,3,2,0.5,0.666666666666667,50,40,3,5,33,0
1,2,3,2,3,3,NA,2,4,NA,5,2,4,2,4,3,2,4,4,0.5,0.833333333333333,60,40,2,4,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,5,4,0.833333333333333,0,0,85,1,2,71,1
1,1,2,1,3,3,1,3,2,4,4,2,4,1,2,1,2,5,5,NA,0.666666666666667,55,40,3,5,42,0
1,2,4,2,3,5,4,4,4,4,2,2,5,1,2,3,NA,3,4,0.5,0.166666666666667,70,80,3,3,81,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,NA,3,NA,0.5,50,50,1,2,18,0
3,3,3,2,3,5,4,3,2,4,5,4,5,1,1,1,2,4,5,0,1,85,50,3,3,51,0
2,2,2,2,3,5,4,4,2,4,2,2,4,1,4,1,5,4,4,0.666666666666667,0.833333333333333,85,70,1,3,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,4,2,NA,0.5,50,50,1,2,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,4,NA,0.5,0.5,50,50,1,1,27,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,7,5,0.5,0.166666666666667,70,70,1,4,28,0
1,1,4,4,3,5,4,4,3,5,4,5,5,1,4,5,5,5,2,0.833333333333333,0.833333333333333,60,30,3,4,32,0
2,3,4,1,3,3,4,3,3,4,2,2,2,1,1,2,NA,3,3,0.333333333333333,0.333333333333333,70,60,1,3,18,0
3,3,3,4,5,3,3,3,4,4,2,1,5,1,2,3,2,3,4,NA,0.166666666666667,50,70,0,2,46,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,5,4,0.833333333333333,0.666666666666667,85,70,3,3,27,1
1,3,4,3,3,5,4,2,2,5,2,1,5,1,1,2,1,3,1,0.5,0.166666666666667,70,100,1,3,35,1
3,4,5,4,3,5,4,4,3,3,5,3,5,1,5,1,5,5,3,0.833333333333333,0,50,100,1,3,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,3,0.666666666666667,0.833333333333333,50,50,1,1,26,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,NA,7,5,0.666666666666667,0.833333333333333,85,40,2,3,28,0
3,1,1,2,1,3,2,1,3,2,2,2,5,1,1,1,2,1,2,0,0,0,100,1,2,29,1
1,1,4,2,3,3,2,2,2,4,4,4,4,1,2,2,4,3,4,0.5,0.166666666666667,50,60,0,2,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,4,1,0.666666666666667,0.833333333333333,50,50,1,1,22,1
3,2,4,4,3,3,5,4,4,4,2,3,4,2,4,4,4,5,2,0.666666666666667,0.833333333333333,85,15,1,2,26,0
4,1,1,2,1,5,1,4,4,2,4,2,4,1,2,1,1,NA,5,0.5,0.666666666666667,50,50,3,5,49,1
1,1,1,2,3,3,1,3,4,2,4,4,4,1,5,3,5,NA,5,0.333333333333333,1,100,50,2,5,55,1
1,1,5,1,3,5,5,5,2,5,4,4,4,1,4,2,5,7,4,0.833333333333333,0,0,100,1,4,69,0
5,1,5,5,5,5,5,5,5,5,4,4,5,1,3,3,5,7,4,NA,0.166666666666667,50,50,2,2,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,2,0.5,0.166666666666667,60,60,3,4,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,5,2,0.5,0.166666666666667,60,85,1,4,36,1
1,2,5,1,3,5,3,2,3,4,5,2,5,1,5,2,1,5,5,NA,0.166666666666667,60,85,2,3,75,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,4,0.5,0,40,70,3,4,29,0
1,3,4,5,3,5,4,4,4,5,3,4,4,2,4,3,5,5,5,0.5,0.166666666666667,62,60,2,4,53,0
1,1,5,1,3,3,5,5,5,5,5,2,5,1,2,1,4,5,5,0.5,0,0,85,1,3,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,4,NA,0.5,NA,NA,0,1,52,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,5,5,0.666666666666667,1,70,40,3,4,48,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,6,1,0.666666666666667,0.666666666666667,60,40,1,3,35,1
2,1,4,2,3,3,5,5,5,2,4,3,5,2,4,2,2,3,2,0.833333333333333,0.166666666666667,40,60,2,5,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,7,5,NA,0.666666666666667,70,85,1,2,38,1
5,4,3,3,3,3,4,2,2,4,2,1,5,3,4,3,4,4,5,NA,1,100,70,1,3,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,6,4,0.5,0.166666666666667,85,85,0,4,68,0
2,3,3,3,3,NA,4,NA,3,5,2,4,4,2,2,1,5,5,NA,0.166666666666667,NA,50,50,2,1,20,1
2,4,3,2,3,3,3,2,3,5,2,2,4,4,4,1,4,5,5,0.5,0,60,100,0,4,71,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,4,4,0.5,0.166666666666667,40,70,2,3,60,1
1,3,3,2,3,3,3,3,3,5,4,4,5,2,4,4,5,5,5,0.833333333333333,0.666666666666667,50,50,1,5,54,0
2,1,5,4,5,3,5,5,3,5,2,2,5,1,5,4,5,7,5,0.5,0.166666666666667,50,85,2,4,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,5,0.5,0.166666666666667,40,70,1,3,27,1
4,2,3,4,3,5,4,4,3,4,4,3,4,3,3,2,4,NA,3,0.666666666666667,0.166666666666667,60,85,1,2,69,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,1,NA,0.166666666666667,0,100,2,3,37,1
4,5,5,2,3,5,4,5,3,4,4,2,5,2,1,1,5,7,4,0.5,1,70,50,1,4,50,1
3,3,2,2,3,3,2,2,2,1,2,2,3,2,3,2,2,2,2,0.5,0.166666666666667,50,70,1,2,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,5,3,0.666666666666667,0.333333333333333,50,50,1,2,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,2,0.833333333333333,0.333333333333333,30,70,2,3,28,0
1,1,4,5,3,5,3,4,5,4,1,4,5,1,4,5,5,3,4,0.5,0.666666666666667,70,60,2,2,48,1
1,1,2,2,3,3,4,2,5,2,4,5,4,2,4,2,2,6,2,0.666666666666667,0.166666666666667,50,60,3,5,25,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,6,4,0.5,0.166666666666667,NA,NA,1,3,40,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,7,4,0.5,0.5,50,50,2,2,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,4,4,0.5,0.333333333333333,60,70,1,3,74,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,5,0.833333333333333,1,85,0,1,2,75,1
3,2,4,3,5,3,5,4,4,4,3,3,3,2,3,3,5,4,3,0.666666666666667,0.5,50,50,1,3,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,5,4,0.666666666666667,0.5,50,50,1,1,19,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,5,0.166666666666667,0,30,60,3,5,49,1
1,1,1,1,1,1,1,2,2,2,4,2,2,1,1,1,1,2,2,0.166666666666667,0,0,60,3,4,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,4,0.833333333333333,0,15,100,1,4,73,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,NA,2,5,NA,1,85,85,1,2,74,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,4,NA,0.5,50,50,2,1,40,0
1,1,4,1,3,3,2,2,2,4,2,2,5,2,4,2,5,4,5,0.666666666666667,0.666666666666667,85,60,1,4,53,0
4,2,2,3,5,5,3,4,2,4,5,1,2,1,3,4,1,4,5,0.666666666666667,1,100,85,0,4,88,0
1,1,1,2,3,5,2,2,2,4,4,4,5,1,2,2,2,3,4,0.666666666666667,0.333333333333333,60,70,2,3,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,3,NA,0.333333333333333,50,50,1,1,22,1
4,3,5,4,3,3,5,4,4,4,2,1,4,1,3,1,5,6,4,NA,0.166666666666667,50,60,1,2,22,0
5,3,5,4,5,5,4,5,5,5,2,2,4,1,1,1,4,6,4,NA,0.833333333333333,50,50,0,2,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,NA,5,5,0.666666666666667,0.5,85,70,2,4,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,3,1,0.333333333333333,0.666666666666667,70,70,3,4,46,0
1,NA,NA,1,NA,3,NA,NA,NA,1,2,2,5,1,4,5,NA,NA,4,NA,0.833333333333333,100,NA,0,2,79,1
4,1,2,2,3,5,2,4,4,2,4,4,4,1,4,2,5,4,2,0.5,0,30,70,2,4,61,0
1,1,3,3,3,3,3,3,2,4,5,3,5,1,2,1,4,4,4,0.333333333333333,0.833333333333333,40,70,NA,3,37,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,4,2,0,0.333333333333333,30,85,1,4,49,1
4,3,5,2,3,3,5,2,2,4,4,4,5,1,1,1,4,NA,4,0.5,0.833333333333333,60,40,2,2,28,0
1,1,5,5,5,5,5,4,4,5,4,2,4,1,3,1,4,7,5,NA,0.333333333333333,60,70,1,2,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,3,2,0.333333333333333,0.166666666666667,60,60,2,2,22,1
2,2,2,1,1,3,2,3,2,3,4,4,4,1,2,2,2,4,4,0.333333333333333,0.166666666666667,40,60,2,4,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,3,5,0.166666666666667,0.333333333333333,60,70,2,4,33,0
1,1,2,2,3,5,4,2,3,2,4,4,4,1,3,4,5,6,4,0.333333333333333,NA,NA,NA,1,2,34,0
4,1,4,5,3,5,4,3,3,4,3,3,5,2,3,2,2,4,3,0.5,0.5,NA,NA,1,3,22,1
5,2,4,4,5,5,5,5,2,5,4,1,5,1,2,5,4,6,5,0.166666666666667,0,0,100,0,3,68,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,5,4,NA,0.5,50,50,0,2,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,6,5,0.166666666666667,0.166666666666667,40,70,NA,5,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,2,0.666666666666667,0.833333333333333,60,40,2,4,44,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,5,5,0.666666666666667,0.166666666666667,70,60,3,5,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,NA,4,0.833333333333333,0.833333333333333,50,50,2,5,39,0
1,1,1,5,1,1,2,2,4,NA,4,4,1,1,1,2,1,2,1,0.333333333333333,0.166666666666667,15,60,3,3,35,0
NA,5,5,2,3,5,4,2,1,4,1,2,5,1,1,2,2,4,4,NA,0,50,100,0,3,64,0
1,1,4,5,5,3,4,5,5,5,3,4,4,3,4,4,5,4,1,0.5,1,70,40,1,2,23,0
1,1,4,2,3,5,5,3,4,5,4,5,4,1,2,2,5,6,3,0.5,0.833333333333333,85,60,3,3,26,0
3,2,4,3,3,3,5,4,3,5,2,2,4,2,2,4,5,3,3,0.5,0.666666666666667,30,30,2,3,26,1
1,4,5,2,3,3,4,4,4,4,5,2,5,1,2,1,5,2,4,0.166666666666667,0,50,60,1,3,20,0
1,1,2,4,3,3,3,2,3,4,3,4,4,1,2,2,4,4,5,0.333333333333333,0,0,100,3,4,39,0
1,1,4,2,3,5,2,3,2,3,4,4,5,1,4,2,4,5,1,0.333333333333333,0.5,50,50,3,3,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,5,4,0.666666666666667,0.666666666666667,85,70,3,3,46,0
1,1,1,1,1,3,1,1,2,1,2,2,2,1,1,2,5,2,1,0,0,0,60,3,5,41,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,1,0,0.166666666666667,0,85,1,4,33,1
1,2,2,4,3,3,2,4,5,5,5,4,4,1,2,1,5,3,5,0.666666666666667,0.833333333333333,70,50,3,4,30,0
4,1,2,1,1,3,NA,2,3,4,2,3,4,1,2,2,2,2,2,0.166666666666667,0.166666666666667,30,70,3,2,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,7,4,NA,1,85,50,2,1,22,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,4,0.5,0,50,60,2,4,60,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,NA,7,4,0.5,0.166666666666667,40,70,1,3,63,1
1,1,1,2,3,5,4,3,5,2,5,3,4,1,2,1,2,2,5,0.166666666666667,0,40,70,2,4,65,1
1,1,2,2,3,3,4,4,4,2,4,4,4,1,2,4,2,3,2,0.5,0.5,50,50,1,2,43,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,4,5,0.5,0.833333333333333,60,85,1,3,56,1
3,3,3,2,NA,1,3,3,3,3,5,5,5,1,2,2,4,3,4,0.333333333333333,0.5,60,70,3,4,36,0
1,1,5,2,5,3,5,5,4,5,4,4,5,2,4,4,5,6,4,0.5,0.666666666666667,60,40,1,2,26,0
3,1,4,1,3,5,4,1,4,1,5,2,5,1,1,1,1,1,4,NA,0.666666666666667,30,40,2,NA,22,1
1,1,1,2,3,3,1,2,3,2,5,4,4,1,4,4,1,2,2,0.333333333333333,0.166666666666667,40,60,1,4,40,1
5,1,4,2,3,3,2,4,3,3,3,2,3,1,1,1,4,1,4,0.166666666666667,0.5,50,70,1,1,61,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,4,5,0.5,0,15,85,1,5,69,0
1,1,2,4,3,3,2,3,4,2,2,4,3,1,2,2,2,4,2,0.5,0.5,30,70,3,5,59,0
