"ofr_divineplan","ofr_lessable","sr_tryhard","sr_generations","sr_crspeed","sr_realchange","sr_welfare","sr_deserveless","sr_complaint","sr_workway","indiv_hwSuccess","indiv_failsame","indiv_willwork","egal_ensureEO","egal_probnoequal","egal_lessproblem","aff_act","govt_aid_comb","govt_eqlopp_jobs","ideo7_sc","pid7_sc","ft_reps","ft_dems","educ4","int_polknow","age","fem"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,5,0.666666666666667,1,85,50,1,3,54,0
5,1,5,4,5,5,5,5,1,5,4,2,4,1,2,2,5,6,4,0.5,0.166666666666667,85,100,2,4,23,1
4,4,5,2,5,1,4,2,2,4,1,2,5,1,2,3,4,NA,4,NA,0.833333333333333,40,40,1,2,63,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,3,4,0.666666666666667,0.833333333333333,60,50,2,NA,31,1
5,4,4,3,3,3,3,2,2,5,3,4,5,2,2,3,2,NA,2,0.5,0.166666666666667,50,85,1,NA,81,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,5,4,0.666666666666667,1,70,40,2,3,36,0
3,3,4,4,3,5,5,3,3,5,1,1,3,1,1,1,5,4,5,0.5,0.5,50,60,1,1,55,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,7,2,0.5,0.5,50,50,0,1,59,1
1,1,1,1,3,3,1,2,5,4,5,3,5,1,2,2,4,3,1,0.5,0.333333333333333,40,70,1,2,40,1
1,2,3,2,3,5,3,2,5,2,2,2,4,2,3,4,4,3,4,0.5,0.333333333333333,NA,NA,2,2,34,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,3,NA,0.833333333333333,70,50,0,2,75,0
1,1,2,2,3,5,2,3,3,4,4,4,4,1,2,2,4,4,4,0.5,0.166666666666667,40,50,1,4,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,7,5,0.666666666666667,0.5,50,50,1,2,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,NA,0.166666666666667,60,40,0,1,47,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,6,4,0.5,0.5,50,50,1,2,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,6,4,0.166666666666667,0.5,50,50,1,3,22,0
3,2,3,3,3,5,3,3,3,3,3,2,5,1,3,2,1,NA,4,0.5,1,85,50,1,2,29,0
1,1,3,2,1,3,1,3,5,4,4,4,2,1,2,4,4,3,4,0.666666666666667,0.666666666666667,40,40,3,4,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,3,2,0.833333333333333,0.833333333333333,50,50,3,2,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,6,5,0.5,0.166666666666667,85,85,3,3,36,1
1,1,4,4,3,5,5,4,5,5,1,4,4,4,5,2,5,4,5,0.833333333333333,1,100,30,2,4,54,1
5,1,5,2,5,5,5,1,1,5,1,1,5,2,2,1,5,1,2,NA,0.333333333333333,50,100,0,1,73,1
5,1,4,2,3,5,4,NA,NA,4,2,4,2,4,5,NA,5,4,2,0.833333333333333,0.666666666666667,85,60,3,5,90,1
1,1,2,2,5,5,5,4,5,5,1,2,5,1,2,NA,5,6,5,0.666666666666667,0.666666666666667,70,60,0,3,60,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.666666666666667,0.666666666666667,60,50,1,2,43,0
3,3,5,4,3,3,1,5,5,3,1,1,1,1,4,1,NA,7,2,0.5,0.5,40,50,1,1,22,1
1,1,5,5,3,5,2,2,4,2,2,4,4,5,5,4,5,3,4,0.833333333333333,0.833333333333333,85,30,3,4,85,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,6,4,0.5,0,40,85,1,3,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,5,5,0.833333333333333,0.833333333333333,85,40,2,3,44,0
1,1,3,2,3,5,2,2,NA,4,2,3,5,1,4,2,4,4,5,0.833333333333333,1,70,40,3,4,54,1
5,4,4,4,1,5,5,4,2,5,4,2,5,2,5,4,NA,1,5,0.5,0,30,85,0,4,82,1
1,2,4,4,5,3,4,4,4,4,2,3,2,2,4,3,1,6,4,0.5,0.833333333333333,70,50,0,3,64,1
5,2,5,4,3,5,5,4,5,5,5,5,5,1,2,1,1,3,4,0.5,1,100,60,0,2,39,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,4,0.666666666666667,0.333333333333333,60,60,1,3,39,1
1,1,1,1,1,5,1,1,5,1,5,5,2,1,1,1,5,1,1,0,0,0,100,3,5,64,0
1,1,2,2,3,3,4,3,3,3,4,3,4,1,4,3,4,2,2,0.666666666666667,0.5,60,60,3,4,32,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,4,4,0.833333333333333,1,85,0,3,5,84,1
1,1,5,5,3,3,5,4,5,5,5,5,5,1,5,3,5,6,5,0.833333333333333,0.666666666666667,100,30,3,5,62,0
1,1,1,1,3,3,2,2,3,2,3,3,3,1,2,2,4,2,1,0.5,0.333333333333333,50,60,3,4,32,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,7,5,0.666666666666667,0.833333333333333,75,50,1,2,67,0
5,4,5,2,3,3,5,3,2,5,2,2,5,1,1,1,4,NA,5,NA,0.166666666666667,80,70,0,2,55,1
3,2,4,2,3,5,3,4,3,4,4,4,4,2,3,4,5,5,4,0.666666666666667,0.166666666666667,70,60,3,4,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,6,1,0.833333333333333,0.666666666666667,70,40,1,2,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,NA,NA,20,90,0,1,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,5,4,0.333333333333333,0.166666666666667,50,85,3,4,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,3,5,0.333333333333333,0.166666666666667,0,40,2,3,31,1
4,5,5,2,5,NA,2,3,4,5,3,4,5,1,4,4,1,5,4,0.833333333333333,1,85,40,0,2,79,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,4,0.833333333333333,0,70,100,NA,5,58,0
1,1,1,1,3,3,2,3,4,2,2,2,2,1,1,1,5,1,2,0.333333333333333,0.333333333333333,40,60,1,3,61,1
1,1,4,2,3,5,4,4,2,4,2,4,5,1,2,5,5,5,4,0.666666666666667,0.833333333333333,50,30,1,4,50,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,1,NA,0.166666666666667,40,70,1,3,29,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.833333333333333,0.166666666666667,50,60,2,2,36,1
3,1,3,2,3,3,2,3,3,4,5,4,5,2,4,2,5,6,4,0.666666666666667,0.166666666666667,60,70,3,3,31,1
3,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,5,2,2,1,NA,4,3,0.5,0.833333333333333,85,85,3,3,72,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,5,3,0.5,0.833333333333333,50,50,2,3,33,0
2,2,2,2,3,1,3,4,4,2,4,3,4,4,4,5,1,6,2,0.666666666666667,1,70,30,3,3,30,0
1,1,3,2,3,5,4,4,3,2,5,4,4,3,2,4,1,5,5,0.5,0.333333333333333,40,60,2,3,50,0
1,2,2,2,3,5,2,4,4,2,1,4,4,1,5,3,5,5,5,0.666666666666667,0.666666666666667,60,60,2,5,35,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,3,2,0.5,0,0,85,2,3,35,1
1,2,2,4,3,3,4,5,4,4,1,4,4,1,2,2,5,3,5,1,1,85,15,1,4,44,1
3,3,3,3,3,3,2,3,4,4,2,3,4,2,2,3,4,5,4,0.666666666666667,0.5,50,50,2,4,40,0
2,3,4,5,5,5,2,5,5,5,1,5,4,1,5,4,5,6,5,1,0.5,30,15,3,5,57,0
3,3,5,4,3,1,5,5,3,5,1,1,5,1,1,2,2,4,5,0.5,0.166666666666667,50,50,1,2,21,1
4,2,4,4,5,5,4,5,4,5,4,2,4,1,2,2,2,6,4,NA,0.666666666666667,60,60,0,3,36,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,5,4,NA,0.166666666666667,70,70,2,2,25,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,5,2,0.5,1,85,30,3,2,26,1
5,1,5,5,5,5,5,4,5,5,1,2,5,1,5,2,5,7,5,0.833333333333333,0.333333333333333,60,60,1,3,60,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,4,NA,0.166666666666667,85,60,NA,3,65,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,5,0.166666666666667,0.166666666666667,60,60,1,4,77,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,1,NA,0.666666666666667,50,50,1,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,5,2,0.5,0.5,NA,NA,1,3,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,3,NA,0.5,50,50,0,2,29,1
2,2,4,3,3,3,4,4,4,4,4,3,4,2,2,2,2,NA,3,NA,0.5,NA,NA,0,3,81,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,0.166666666666667,0,50,85,3,3,38,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,4,4,0.666666666666667,0.166666666666667,50,85,1,2,70,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5,0.5,0.166666666666667,70,60,0,2,31,0
5,4,5,2,5,5,5,5,5,5,1,2,5,1,5,3,5,4,5,0.5,0.833333333333333,50,50,0,5,67,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,4,0.166666666666667,0.833333333333333,85,50,1,3,29,1
1,1,3,3,3,5,3,2,3,2,5,5,4,4,2,4,2,4,2,0.333333333333333,0.166666666666667,30,60,2,4,29,1
1,1,3,2,3,3,2,2,4,4,5,5,5,1,5,3,4,6,4,NA,0.833333333333333,70,50,3,2,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,1,1,NA,0,0,100,0,2,81,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,0.166666666666667,0,15,85,3,5,25,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,4,NA,1,100,0,0,1,65,1
1,5,1,1,1,3,1,1,4,3,5,4,5,1,5,1,2,2,1,0.666666666666667,0.833333333333333,70,70,2,5,51,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,5,5,NA,0.5,50,50,0,2,58,1
4,2,4,2,3,1,4,3,4,4,2,1,4,1,2,2,5,2,4,0.5,0.833333333333333,85,60,2,3,25,1
3,4,2,3,3,5,4,4,4,4,2,2,4,2,3,4,5,4,3,0.5,0.833333333333333,50,60,1,2,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,4,5,0.5,1,100,60,2,4,80,0
4,4,4,NA,5,5,5,5,NA,4,4,2,4,2,3,2,4,NA,2,0.5,0.833333333333333,70,50,0,1,39,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,6,4,0.5,0.833333333333333,70,60,1,3,29,1
1,1,4,2,3,1,4,4,4,4,5,4,5,5,4,1,NA,5,4,0.833333333333333,0.666666666666667,85,60,3,3,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,5,3,0.5,1,50,50,1,2,27,1
2,2,2,2,NA,3,2,4,4,3,2,4,2,2,2,2,4,5,4,0.166666666666667,NA,NA,NA,2,1,38,0
3,1,2,1,3,3,4,2,4,3,5,4,5,1,4,1,4,4,2,0.833333333333333,0.166666666666667,85,85,2,4,39,0
2,1,3,5,3,5,4,5,3,5,1,5,5,2,5,1,5,7,5,0.5,0.5,50,50,1,3,28,0
1,3,3,1,3,5,3,5,5,5,4,3,4,4,5,4,4,5,3,0.666666666666667,0.166666666666667,70,50,3,5,59,1
4,1,4,3,3,3,5,5,5,5,4,5,5,2,2,4,5,6,4,NA,0.833333333333333,NA,NA,0,1,19,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,4,NA,0.833333333333333,0.833333333333333,100,70,1,3,70,0
4,3,4,3,1,3,4,3,3,3,3,3,4,2,2,1,1,NA,4,NA,0.166666666666667,50,70,0,1,43,1
1,1,4,4,3,3,4,4,NA,5,2,4,5,1,4,4,5,6,5,0.5,0.833333333333333,70,40,3,3,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,5,4,0.166666666666667,0.166666666666667,50,85,3,2,75,0
3,1,4,3,1,5,4,3,3,4,2,4,5,1,3,1,4,5,3,0.666666666666667,0.666666666666667,85,70,1,4,24,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,6,5,0.166666666666667,0,40,70,2,3,68,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,NA,7,5,0.666666666666667,0.166666666666667,40,100,1,4,50,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,7,5,0.5,1,85,30,2,4,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,4,4,0.666666666666667,NA,NA,NA,3,3,60,1
5,3,5,3,5,5,5,5,5,5,NA,5,5,3,2,2,5,6,5,0.5,0,30,90,0,2,66,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,NA,5,3,0.5,0.333333333333333,85,85,0,2,74,1
1,1,1,1,1,1,2,2,3,2,4,4,4,1,2,2,5,6,5,0.833333333333333,0.833333333333333,70,30,2,4,56,0
1,1,4,2,3,3,3,3,3,3,4,5,5,2,2,3,2,3,3,0.666666666666667,0.666666666666667,50,50,2,4,25,0
1,2,4,4,3,5,3,4,4,5,1,3,2,1,1,2,5,5,2,0.5,0.833333333333333,60,50,1,3,78,1
1,2,5,5,5,5,5,5,5,5,3,1,5,1,1,1,1,NA,5,NA,0.333333333333333,0,100,0,1,63,1
2,1,4,4,3,5,5,3,4,4,3,3,2,1,2,2,5,4,5,0.666666666666667,0,50,100,1,4,31,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,4,0.5,0.833333333333333,85,40,3,3,24,1
4,4,4,2,3,5,4,3,3,3,2,2,5,1,2,1,2,1,4,0.833333333333333,0.166666666666667,50,60,1,3,19,1
2,2,3,4,3,5,4,4,4,3,4,2,2,3,4,4,2,6,3,0.5,0.5,50,50,0,2,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,4,2,0.333333333333333,1,40,70,3,3,36,1
3,1,5,2,3,5,4,5,5,5,5,4,4,5,5,4,5,6,5,0.833333333333333,1,70,40,1,4,54,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,5,0.5,0.166666666666667,50,50,2,2,44,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,3,4,NA,0.333333333333333,50,50,1,1,31,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,2,0.666666666666667,0.5,60,60,3,5,40,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,4,2,0.5,0,60,100,1,4,49,1
5,4,4,1,3,5,5,5,4,5,1,2,5,1,2,1,NA,4,5,NA,0.833333333333333,60,60,0,1,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,4,5,NA,0,60,100,3,5,67,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,4,2,0.666666666666667,0.666666666666667,50,30,2,4,37,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,NA,5,4,0.666666666666667,1,85,15,3,4,53,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,5,2,0.666666666666667,0.666666666666667,60,40,2,4,49,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,7,2,0.666666666666667,0.166666666666667,40,60,2,2,35,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,2,0.333333333333333,0.333333333333333,40,60,3,3,48,0
4,2,2,2,5,5,NA,3,3,4,4,2,4,2,2,2,4,4,4,0.666666666666667,0.333333333333333,60,85,2,2,53,0
1,3,4,2,3,1,3,3,2,4,4,4,5,2,4,3,5,5,5,0.333333333333333,0.333333333333333,30,70,3,5,33,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,7,3,0.5,0.5,60,60,1,3,30,1
4,3,4,3,3,1,4,3,3,4,4,5,4,2,2,2,NA,5,4,NA,0.666666666666667,75,85,0,2,50,0
1,3,4,2,5,5,4,NA,4,1,2,2,5,1,2,NA,4,5,5,0.833333333333333,0.833333333333333,85,60,1,3,80,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,7,5,0.5,0.5,60,60,1,4,66,0
1,1,1,5,1,1,2,4,1,2,3,1,4,1,2,2,4,4,4,0.166666666666667,0.666666666666667,40,40,3,3,37,0
2,2,4,4,3,3,4,4,4,4,4,4,2,2,2,3,5,5,4,0.333333333333333,0,40,60,3,4,38,1
1,1,4,4,3,3,1,3,3,2,5,2,5,1,4,4,1,3,4,0.5,0.666666666666667,60,40,3,5,34,1
1,4,5,5,5,5,5,5,5,5,3,2,4,2,5,4,5,7,5,0.833333333333333,0,30,100,2,5,62,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.5,0.666666666666667,85,85,2,3,50,1
5,1,2,2,5,5,5,4,5,NA,4,3,3,1,3,3,5,4,3,NA,0.333333333333333,50,50,1,2,30,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,5,0.5,0.833333333333333,60,60,1,3,47,1
1,2,2,4,5,5,2,4,4,4,5,2,2,1,4,4,4,6,4,0.666666666666667,0,50,85,0,2,61,0
4,1,4,2,5,5,5,4,4,4,4,5,5,2,2,2,5,4,4,0.5,0.166666666666667,50,70,0,2,56,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,NA,4,5,0.833333333333333,0.166666666666667,60,60,1,3,45,1
4,2,5,4,3,3,4,4,4,4,4,3,4,2,3,3,4,6,3,NA,0.833333333333333,50,60,2,4,23,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,5,0.5,0.833333333333333,60,60,1,3,32,0
5,5,NA,1,NA,NA,5,5,1,5,1,2,5,2,4,4,2,3,5,NA,0.5,NA,NA,0,1,22,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,5,5,0.333333333333333,0.666666666666667,60,60,2,3,40,1
1,2,2,2,3,3,4,4,4,4,1,2,5,1,2,1,4,6,5,0.833333333333333,1,100,50,2,4,50,1
5,2,4,3,5,1,4,3,3,3,2,1,4,1,1,2,1,NA,3,NA,0.833333333333333,80,60,0,1,26,1
1,1,5,5,3,5,3,3,3,3,3,5,5,1,2,5,5,7,5,NA,0.833333333333333,85,50,0,2,19,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,7,5,0.666666666666667,0.5,60,60,0,3,33,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,4,3,0.5,0.833333333333333,85,70,3,4,28,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,7,3,0.5,0.166666666666667,70,85,0,4,74,1
1,1,4,5,3,5,2,5,5,4,1,2,5,1,2,4,5,4,1,0,0.833333333333333,85,100,0,2,27,1
5,3,4,4,5,5,4,4,4,5,5,4,5,2,4,1,5,6,5,0.5,0.666666666666667,50,50,2,3,65,1
1,1,4,5,5,5,5,5,5,3,4,4,4,1,3,1,5,4,4,NA,0.666666666666667,50,50,2,4,46,0
1,1,5,2,3,5,5,2,4,5,5,4,5,1,1,2,5,7,4,0.5,0,50,60,3,4,48,0
1,1,1,2,1,1,1,3,2,2,2,5,2,2,1,4,5,3,1,0.333333333333333,0.833333333333333,40,70,3,4,27,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,1,1,5,NA,NA,NA,0.833333333333333,50,50,0,1,78,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,5,2,0.333333333333333,0,15,70,3,5,43,0
5,4,5,2,5,3,5,5,1,5,2,2,4,1,2,2,4,6,2,NA,0.333333333333333,50,50,1,2,38,0
5,2,5,3,3,3,5,2,4,5,3,5,5,1,3,1,5,NA,5,NA,0,0,100,0,3,75,1
2,2,4,4,5,5,3,3,4,4,4,4,4,1,3,3,5,5,5,0.666666666666667,1,85,30,1,5,62,1
1,1,1,2,3,1,2,3,4,2,4,3,2,1,1,2,1,2,1,0.166666666666667,0.333333333333333,40,60,3,3,31,0
1,1,4,2,3,3,4,4,3,2,4,3,4,2,4,4,2,2,4,0.666666666666667,0.5,60,60,3,3,27,1
3,2,4,4,3,3,4,4,4,3,5,2,4,1,3,1,1,1,3,NA,0.5,60,60,1,3,36,0
4,3,4,3,5,5,5,4,3,4,4,2,4,3,3,3,5,7,5,0.166666666666667,0,60,85,0,2,67,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,4,4,1,0.833333333333333,70,70,1,3,57,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,NA,6,4,0.5,0.166666666666667,50,85,0,3,42,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,NA,0,1,59,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,2,NA,0.5,40,50,1,1,43,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,7,5,0.833333333333333,0.666666666666667,75,60,1,4,56,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,4,4,0.5,0.666666666666667,70,60,1,2,44,1
1,2,2,4,3,3,2,4,4,4,2,2,4,2,5,2,2,5,4,0.833333333333333,0.166666666666667,60,70,1,2,61,1
3,1,4,2,3,3,4,2,3,3,3,2,4,2,2,3,1,4,3,0.166666666666667,0.833333333333333,50,70,2,3,19,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,5,3,NA,0.5,50,50,2,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,7,4,0.666666666666667,0.833333333333333,60,50,2,2,24,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,7,4,0.5,0.833333333333333,60,40,1,2,22,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,4,4,0.666666666666667,0.666666666666667,50,50,2,5,47,0
1,1,2,1,3,5,5,4,5,4,2,2,5,1,2,3,5,5,5,0.666666666666667,0.833333333333333,60,50,3,4,51,0
4,3,4,1,3,3,4,3,5,2,4,2,5,2,4,4,2,4,4,0.5,0.166666666666667,0,100,2,3,55,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,4,5,NA,0.833333333333333,85,15,2,2,32,1
5,3,2,4,5,5,5,4,5,5,1,5,5,1,4,4,5,6,5,0.833333333333333,1,75,50,1,4,57,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,NA,NA,0,1,84,0
2,2,3,4,3,3,4,4,4,4,4,4,4,1,4,4,5,6,5,0.666666666666667,0.166666666666667,15,85,1,3,28,1
4,4,4,4,5,5,5,4,4,5,4,2,2,2,5,4,5,5,5,0.833333333333333,0,0,85,1,3,68,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,6,4,0.5,1,70,50,1,3,27,0
1,1,3,2,1,3,3,3,3,3,4,3,4,1,2,1,5,4,4,0.166666666666667,0.333333333333333,15,85,2,3,25,0
5,4,5,2,3,3,5,5,5,5,4,2,4,5,2,2,5,7,5,0.833333333333333,0.166666666666667,85,85,1,4,67,1
1,1,2,2,1,1,2,2,2,1,2,4,3,1,1,2,2,2,5,0.333333333333333,0.333333333333333,40,60,3,5,44,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,6,5,NA,0.5,NA,NA,2,2,20,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,6,2,0.666666666666667,0.833333333333333,60,50,1,3,52,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,NA,6,4,0.5,0.5,60,60,1,4,58,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,4,5,0.666666666666667,0.166666666666667,15,100,3,3,27,1
3,1,5,5,5,1,NA,5,4,4,1,5,4,2,1,4,5,4,1,0.5,0.666666666666667,0,0,3,4,39,0
2,2,4,4,3,3,4,4,3,3,3,3,4,2,3,3,4,4,3,0.5,0.333333333333333,60,60,1,2,42,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,4,5,0.5,0.5,60,60,0,1,19,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,NA,7,4,0.666666666666667,0.666666666666667,85,30,2,4,33,1
