"manners","polite","respect","discip","obedience","behaved","orderly","loyal","white","black","latino","race","fem","college","relig_AthNoneDK","south","inc_40plus","age","religiosity","relig_cath","relig_prot","relig_evang","rr_sc","inc","inc_missing","educ_3cat","auth4","auth8","pid3","ideo3","immig_sc","gay_sc","cjs_pun_sc","ft_trump_sc","ft_rep_sc","ft_dem_sc","ResponseId"
1,1,1,0,0,0,0,0,0,0,1,"latino",0,0,1,0,0,0.277777777777778,0.25,0,0,0,0.416666666666667,0.166666666666667,0,1,0.5,0.375,1,0,0.583333333333333,0,0.708333333333333,0.73,0.97,0.48,"R_2AZI7gotWIRtF5T"
1,0,1,1,1,1,0,0,0,0,1,"latino",0,0,0,1,1,0.125,0.5,0,1,0,0.583333333333333,0.5,0,1,1,0.625,-1,1,0.666666666666667,0,0.666666666666667,0.47,0.41,0.87,"R_3qkxA0q4p67vJPZ"
0,1,0,0,0,0,0,0,1,0,0,"white",0,0,1,0,1,0.305555555555556,0,0,0,0,0.0833333333333333,0.5,0,1,0,0.125,-1,-1,0,0.125,0.708333333333333,0.18,0.05,0.25,"R_1PUH4IAeoGeq3kI"
0,1,1,0,0,0,0,1,1,0,0,"white",0,0,0,0,0,0.305555555555556,0.25,0,0,0,1,0.166666666666667,0,0,0.25,0.375,0,0,1,0,1,0.7,0.5,0,"R_1hZmj8oFKj25e6E"
1,1,1,1,1,1,0,0,0,0,1,"latino",0,0,1,0,0,0,0.25,0,0,0,0.333333333333333,0.166666666666667,0,1,1,0.75,1,1,0.25,0.25,0.583333333333333,0.71,0,0.24,"R_2YgD8TZvDwBvnU1"
1,1,1,1,1,0,0,1,0,0,1,"latino",0,0,0,0,1,0.138888888888889,0.25,1,0,0,0.583333333333333,0.5,0,1,0.75,0.75,-1,0,0.166666666666667,0.25,0.5,0.44,0.29,0.61,"R_33Dqs7vEbuZNJel"
1,1,1,0,1,1,1,0,1,0,0,"white",0,0,0,0,NA,0.111111111111111,0.75,1,0,0,0.416666666666667,0,1,0,1,0.75,0,-1,0.583333333333333,0.291666666666667,0.583333333333333,0.61,0.86,0.54,"R_3KZNcewH5dZuprI"
1,1,0,1,0,1,0,1,0,0,1,"latino",0,0,0,1,0,0.222222222222222,0.25,1,0,0,0.666666666666667,0.0555555555555556,0,0,0.5,0.625,1,0,0.0833333333333333,0.583333333333333,0.583333333333333,0.63,0,0.26,"R_2UWx0V7i2mJJXwt"
1,1,0,1,0,0,0,0,0,1,0,"black",0,1,0,0,0,0.0138888888888889,0.25,1,0,0,0.416666666666667,0.166666666666667,0,2,0.25,0.375,0,0,0.0833333333333333,0,0,0.09,0.09,0.12,"R_1nYFWDvzmtNEV8T"
0,0,0,0,0,0,0,0,1,0,0,"white",0,0,1,1,NA,0.388888888888889,0,0,0,0,0.416666666666667,0,1,1,0,0,0,0,0.25,0.166666666666667,0,0,0,0.1,"R_3kmFq6cwvGybgPv"
0,0,0,1,0,0,0,1,0,0,1,"latino",0,0,1,1,1,0.0416666666666667,0.75,0,0,0,0.416666666666667,0.5,0,1,0,0.25,-1,0,0.25,0.416666666666667,0.583333333333333,0.53,0.33,0.88,"R_2Pp6uvoBtPuYChk"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,1,0,0.125,0.5,1,0,0,0.75,0.388888888888889,0,1,1,1,-1,0,0.166666666666667,0.5,0,0.01,0.01,1,"R_0Or1jkfCTktT3ZT"
0,0,1,0,0,0,0,0,1,0,0,"white",0,0,0,0,1,0.236111111111111,0.25,0,1,0,0.583333333333333,0.444444444444444,0,0,0.25,0.125,-1,-1,0.333333333333333,0,0.583333333333333,0.08,0,0.3,"R_3qxQz2hgp0a5cW5"
1,0,1,1,1,1,0,1,0,0,1,"latino",0,0,0,0,0,0.125,0.5,1,0,0,0.166666666666667,0.166666666666667,0,1,1,0.75,-1,0,0.75,0,1,0.51,0.04,0.49,"R_1FQYufMf4jUGp2I"
1,1,1,1,1,1,1,1,1,0,0,"white",0,0,0,1,1,0.166666666666667,0.75,1,0,0,1,0.666666666666667,0,1,1,1,1,0,0.916666666666667,0.25,1,1,0.93,0.69,"R_r6fgr57n43OpmHD"
1,1,0,0,0,1,0,1,0,0,1,"latino",0,0,0,1,1,0.222222222222222,0,0,1,0,0.75,0.555555555555556,0,0,0.5,0.5,1,1,0.833333333333333,0.5,0.5,1,1,0,"R_3PSsepiibY0rqvz"
1,0,0,0,0,0,0,0,0,0,1,"latino",0,1,0,0,1,0.0972222222222222,0.25,0,0,1,0,0.777777777777778,0,2,0.25,0.125,-1,1,0,0,0.583333333333333,0.02,0.01,0.82,"R_2D0jijqwLF99Kk5"
1,1,1,0,1,1,0,0,0,0,1,"latino",0,0,1,1,0,0.166666666666667,0.75,0,0,0,0.583333333333333,0,0,0,1,0.625,0,0,0.5,0.708333333333333,0.458333333333333,0.19,0.09,0.46,"R_O2S1ftvVjFOo2fT"
1,1,1,0,1,1,0,0,0,0,1,"latino",1,0,0,0,0,0.208333333333333,0.25,1,0,0,0.333333333333333,0.222222222222222,0,0,1,0.625,-1,-1,0,0,0.583333333333333,0.01,0,1,"R_1pSudWO4zPM6wAK"
1,1,1,1,1,1,0,0,0,0,1,"latino",0,0,1,0,0,0.180555555555556,0,0,0,0,0.333333333333333,0.277777777777778,0,1,1,0.75,-1,-1,0,0,0.125,0.09,0.06,1,"R_1CqHiwAa9kViDTW"
0,0,1,0,0,1,0,0,0,0,1,"latino",0,0,1,0,0,0.208333333333333,0,0,0,0,0.833333333333333,0.166666666666667,0,0,0.5,0.25,0,0,0,0.5,0.75,0.07,0,0.08,"R_2Qg0V4diSgRdqGC"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,0,0,1,0,0.25,0,0,0,0.416666666666667,0.444444444444444,0,1,0,0,0,0,0.25,0.291666666666667,0.291666666666667,0.5,0.75,0.5,"R_3fpW2NrqWRX55tk"
1,1,0,1,0,0,0,1,0,0,1,"latino",0,0,0,1,1,0.180555555555556,0,0,0,0,0.666666666666667,0.5,0,1,0.25,0.5,NA,0,0.416666666666667,0.291666666666667,0.291666666666667,0,0,0,"R_1DYVunMAeHjdmAy"
1,1,1,0,1,0,0,0,1,0,0,"white",0,1,0,0,1,0.0972222222222222,0,0,1,0,0,0.444444444444444,0,2,0.75,0.5,-1,1,0,0,0.416666666666667,0.03,0.01,0.64,"R_3hgBQ2pNqmWPcmc"
0,0,1,1,0,0,1,0,1,0,0,"white",0,0,1,0,1,0.25,0.75,0,0,0,0.666666666666667,0.611111111111111,0,1,0.25,0.375,-1,1,0.75,0.541666666666667,0.708333333333333,0.67,0.64,0.49,"R_Rl5pG0iCMuhrmDv"
1,0,1,1,0,1,1,0,0,1,0,"black",0,0,1,1,NA,0.444444444444444,0.25,0,0,0,0.333333333333333,0,1,0,0.75,0.625,0,0,0.833333333333333,0.5,0.666666666666667,1,0,0.15,"R_1fjfvWr7jljynHE"
1,1,1,0,1,0,0,1,0,0,1,"latino",0,0,0,1,1,0.569444444444444,0.75,1,0,0,0.583333333333333,0.555555555555556,0,1,0.75,0.625,1,1,1,0.5,0,1,1,0,"R_2wTbxJDdZ1bE1sJ"
1,1,1,1,1,0,0,0,1,0,0,"white",0,0,0,0,1,0.152777777777778,0,1,0,0,0.5,0.722222222222222,0,1,0.75,0.625,-1,0,0.5,0.5,0.583333333333333,0.69,0.72,0.7,"R_3Ge9SfO388sYOsG"
1,1,0,0,0,1,0,1,0,0,1,"latino",0,0,0,1,0,0.347222222222222,0,1,0,0,0.5,0,0,0,0.5,0.5,-1,-1,0.5,0,1,0.12,0.12,0.72,"R_AcirR4py0QEy6m5"
1,1,1,0,0,0,0,1,0,0,1,"latino",0,0,0,0,0,0.138888888888889,0.25,0,0,0,0.416666666666667,0.333333333333333,0,0,0.5,0.5,-1,-1,0,0,0.708333333333333,0.39,0.05,0.81,"R_2QSbKfOr7oQVYLV"
0,0,0,0,1,1,0,0,0,1,0,"black",0,0,1,0,0,0.0138888888888889,0.25,0,0,0,0.5,0.333333333333333,0,0,0.5,0.25,-1,0,0.583333333333333,0.416666666666667,0.416666666666667,0,0,1,"R_2pRJpvAxmCcmz4R"
1,1,1,0,1,1,0,0,0,0,1,"latino",0,1,0,0,1,0.180555555555556,0.75,0,0,0,0.75,0.611111111111111,0,2,1,0.625,-1,1,0.666666666666667,0.166666666666667,0.708333333333333,0.09,0.16,0.5,"R_RaXhQth8HWiFcsh"
1,1,0,0,1,0,0,1,1,0,0,"white",0,0,1,0,0,0.0694444444444444,0.25,0,0,0,0.75,0.222222222222222,0,0,0.5,0.5,1,1,0.75,0.458333333333333,0.75,1,1,0.01,"R_3k6zRTH0hZiWdem"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,1,0,0,0.25,0.25,0,0,0,0.666666666666667,0.388888888888889,0,1,0,0,-1,0,0.333333333333333,0.125,0.416666666666667,0.52,0.52,0.56,"R_dnyXg4LbT6vWulP"
0,1,1,1,0,1,0,1,0,1,0,"black",0,0,0,0,0,0.291666666666667,1,0,0,1,0.25,0.222222222222222,0,1,0.5,0.625,-1,-1,0.75,0.333333333333333,0.75,0.32,0.7,0.5,"R_2QiywLy1G3TcfCH"
0,1,1,0,1,0,0,1,0,0,1,"latino",0,1,0,0,NA,0.138888888888889,0.75,1,0,0,0.5,0,1,2,0.5,0.5,1,-1,0.666666666666667,0.291666666666667,0.583333333333333,0.38,0.58,0.42,"R_3JfoFypRu2e9igd"
1,0,1,0,0,0,1,1,0,0,1,"latino",0,1,1,1,1,0.0694444444444444,0.75,0,0,0,0.5,0.555555555555556,0,2,0.5,0.5,1,-1,0.583333333333333,0.166666666666667,0.583333333333333,0.67,0.15,0.17,"R_oZYv0XkPlFxt66d"
0,0,1,0,0,0,0,1,0,0,1,"latino",0,0,1,1,0,0.208333333333333,0.25,0,0,0,0.583333333333333,0.222222222222222,0,1,0.25,0.25,-1,0,0.25,0.25,0.458333333333333,0.5,0,0.51,"R_2e8CktWreWMRUwV"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,1,0.166666666666667,0,1,0,0,0.333333333333333,0.5,0,0,1,1,-1,0,0,0.5,0.875,0,0,1,"R_3G1A0pPvnjr84oA"
1,1,1,1,0,1,0,1,0,0,1,"latino",0,0,0,0,1,0.0555555555555556,0.25,1,0,0,0.833333333333333,0.5,0,0,0.75,0.75,-1,0,0,0.166666666666667,0.416666666666667,0.46,0.01,0.69,"R_2zeWmQeyaMty548"
0,1,1,1,1,0,0,0,0,0,1,"latino",0,0,0,0,NA,0,1,0,0,0,0.666666666666667,0,1,0,0.5,0.5,-1,0,0.166666666666667,0.458333333333333,0.875,0.5,0.04,0.5,"R_31Z212HCZ8uMRe8"
1,1,1,1,1,1,1,1,1,0,0,"white",0,0,0,0,0,0,0.75,0,0,1,0.333333333333333,0,0,0,1,1,1,0,0.5,1,0.75,1,1,0,"R_3phXCN8bujITzF8"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.0138888888888889,0.25,1,0,0,0.583333333333333,0.277777777777778,0,0,1,1,-1,-1,0.416666666666667,0.583333333333333,0.458333333333333,0.38,0.25,0.57,"R_YR1cNPo7hQCxTVv"
1,1,1,0,0,1,1,1,0,0,1,"latino",0,0,1,0,0,0.0416666666666667,0,0,0,0,0.5,0.166666666666667,0,0,0.75,0.75,0,0,0,1,0.25,0.5,0,0.5,"R_2TFS4nfXPcWOF2W"
1,1,1,1,1,1,0,1,0,1,0,"black",0,0,0,1,1,0.361111111111111,0,0,1,0,0.166666666666667,0.555555555555556,0,1,1,0.875,-1,1,0.333333333333333,0.416666666666667,0.25,0.15,0.07,0.94,"R_XNclX1Y3ns9C9S9"
0,1,0,0,0,0,0,0,0,0,1,"latino",0,0,1,0,0,0.0138888888888889,0,0,0,0,0.333333333333333,0.277777777777778,0,1,0,0.125,-1,-1,0.0833333333333333,0,0.666666666666667,0.01,0,1,"R_VPD5ihZ0QVxYiRP"
0,0,0,0,0,0,1,0,0,0,1,"latino",0,0,1,0,1,0.0138888888888889,0,0,0,0,0.75,0.5,0,0,0,0.125,-1,1,0.166666666666667,0.583333333333333,0.75,0,0,0.51,"R_4SfrMfl7a1xPU0F"
0,0,0,0,0,0,0,0,1,0,0,"white",0,0,1,1,0,0.180555555555556,0,0,0,0,0,0.166666666666667,0,1,0,0,-1,-1,0,0.5,0.166666666666667,0,0,0.9,"R_cZ6wWnbq6nmnio1"
1,0,0,0,1,0,0,0,0,0,1,"latino",0,0,0,0,0,0.277777777777778,0.25,1,0,0,0.333333333333333,0,0,0,0.5,0.25,0,0,0,0.375,0.166666666666667,0.16,0.07,0.53,"R_2YsSPzjc5IrwFs4"
1,1,1,1,1,0,0,0,1,0,0,"white",0,0,0,0,1,0.208333333333333,0,1,0,0,1,0.444444444444444,0,0,0.75,0.625,1,1,1,1,0.75,1,1,0.01,"R_1NkmkiZHsj8thnw"
1,1,1,1,0,1,1,1,0,0,1,"latino",0,0,0,1,1,0.444444444444444,0.75,1,0,0,1,0.5,0,0,0.75,0.875,1,1,1,0.375,0.875,0.9,1,0.03,"R_3KqZsFYcPtxtzjv"
1,1,1,1,1,1,0,1,0,0,1,"latino",0,0,0,1,1,0.513888888888889,0.5,1,0,0,0.416666666666667,0.611111111111111,0,1,1,0.875,-1,-1,0.166666666666667,0.583333333333333,0.416666666666667,0.01,0,0.63,"R_2QEua9102MAd2lE"
1,1,1,1,1,1,0,1,0,1,0,"black",0,0,1,1,1,0.222222222222222,0,0,0,0,0.25,0.444444444444444,0,0,1,0.875,-1,0,0.25,0.583333333333333,0.416666666666667,0.06,0.09,0.57,"R_1DHz9mfvaSzwAGv"
0,1,0,1,1,1,1,0,0,0,1,"latino",0,0,1,0,1,0.180555555555556,0,0,0,0,1,0.5,0,0,0.5,0.625,1,1,1,0,1,1,1,0.05,"R_RttGNHtPwH2WFyh"
1,1,1,1,0,0,1,1,1,0,0,"white",0,0,1,0,NA,0.708333333333333,0,0,0,0,0.5,0,1,0,0.5,0.75,0,1,0.583333333333333,0.416666666666667,0.583333333333333,0.31,0.04,0.03,"R_2X6gW3jhS5soLWY"
0,0,0,0,0,0,0,0,0,1,0,"black",0,0,0,0,1,0,1,0,0,1,0.5,0.611111111111111,0,0,0,0,-1,0,0.416666666666667,0.5,0.833333333333333,0.1,0.06,1,"R_3fNbHRLn91viEXn"
1,1,1,1,1,1,1,1,1,0,0,"white",0,0,0,0,0,0.375,0.25,0,0,1,0.666666666666667,0.333333333333333,0,0,1,1,-1,-1,0.0833333333333333,1,0.75,0.06,0.04,0.91,"R_4MmyvzaxAbuz25X"
1,1,1,0,0,0,0,0,0,0,1,"latino",0,0,0,0,0,0,0.25,1,0,0,0.416666666666667,0.333333333333333,0,1,0.5,0.375,-1,-1,0,0.291666666666667,0.583333333333333,0.09,0,0.78,"R_3KPbsKYkN2cxW3Y"
1,1,1,1,0,0,1,1,0,0,1,"latino",0,0,0,0,1,0.222222222222222,0.25,0,1,0,0.833333333333333,0.5,0,0,0.5,0.75,1,1,0.833333333333333,0.416666666666667,0.708333333333333,1,0.84,0.01,"R_UokBzdhTVGMA7kd"
0,0,1,0,0,0,0,0,0,0,1,"latino",0,0,1,1,0,0.152777777777778,0,0,0,0,0.333333333333333,0.388888888888889,0,0,0.25,0.125,-1,-1,0.166666666666667,0,0.875,0.39,0.17,1,"R_2BtHy7Bwydcx4GR"
1,0,0,0,0,0,1,0,0,1,0,"black",0,0,1,1,1,0.0138888888888889,0,0,0,0,0.583333333333333,0.444444444444444,0,1,0.25,0.25,-1,0,0.0833333333333333,0.833333333333333,0,0,0,0.85,"R_11Z62apCRKoFRAV"
1,0,0,1,0,1,0,0,0,0,1,"latino",0,0,0,0,0,0.0277777777777778,0.25,1,0,0,0.333333333333333,0.222222222222222,0,1,0.5,0.375,-1,-1,0,0.5,0.583333333333333,0.12,0,0.85,"R_2TY8JFNQRgTEPs5"
1,0,0,1,0,0,0,0,1,0,0,"white",0,0,1,0,0,0.0833333333333333,0.25,0,0,0,0.75,0,0,0,0.25,0.25,0,0,0,1,0,0.02,0.02,0.02,"R_30c2LQihe1XbZfH"
1,1,0,0,0,1,1,1,1,0,0,"white",0,0,1,0,0,0.0416666666666667,0.25,0,0,0,0.25,0,0,0,0.5,0.625,1,-1,1,0.291666666666667,1,0.8,1,0.51,"R_3lVpIBX04TTQbXf"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,1,0,0,0.388888888888889,0,0,0,0,0,0.222222222222222,0,1,0,0,-1,-1,0,0,0,0,0,1,"R_2v8QiTyljmB4jss"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,1,1,1,0.25,0,0,0,0,0,0.444444444444444,0,1,0,0,-1,-1,0,0,0,0.05,0.01,0.4,"R_3Iaa5ErE3DNgXVh"
0,0,1,0,0,1,0,1,1,0,0,"white",0,0,1,1,0,0.180555555555556,0,0,0,0,0,0,0,1,0.5,0.375,-1,-1,0,0,0,0,0,0.26,"R_1mQ0bRUvfF2KA1F"
1,1,1,0,0,0,0,1,1,0,0,"white",0,0,1,0,0,0.166666666666667,0.25,0,0,0,0.583333333333333,0.388888888888889,0,1,0.5,0.5,-1,0,0.75,0.291666666666667,0.416666666666667,0.5,0.6,0.7,"R_3Dpe1LooM6wTDLE"
0,0,1,1,1,0,0,0,1,0,0,"white",0,0,0,1,0,0.0972222222222222,0.75,1,0,0,0.583333333333333,0.277777777777778,0,1,0.5,0.375,1,-1,0.583333333333333,0.458333333333333,0.458333333333333,0.47,0.69,0.69,"R_2uNUsphZcGm4YVC"
1,1,1,0,1,1,0,0,0,1,0,"black",0,0,1,0,0,0.222222222222222,0,0,0,0,0,0.166666666666667,0,0,1,0.625,-1,0,0.5,0.416666666666667,0.458333333333333,0.53,0.73,0.83,"R_AByQc3k2tTUzjGx"
1,1,1,1,1,0,0,1,1,0,0,"white",0,0,0,0,1,0.430555555555556,0.25,1,0,0,0.416666666666667,0.5,0,0,0.75,0.75,0,0,0.416666666666667,0.125,0.583333333333333,0.5,0.46,0.58,"R_3ER6gZXLKTWzVRz"
1,0,1,1,0,1,0,0,0,0,1,"latino",0,0,0,0,NA,0.194444444444444,0.25,0,0,0,0.583333333333333,0,1,1,0.75,0.5,0,0,0.0833333333333333,0,0.583333333333333,0.5,0.04,0.5,"R_1esLK3nli7f30ps"
1,1,1,1,0,1,0,0,0,0,1,"latino",0,0,0,1,0,0.277777777777778,0.25,1,0,0,0.5,0.277777777777778,0,0,0.75,0.625,-1,1,0,0.583333333333333,0.416666666666667,0.12,0.01,0.85,"R_1kSILh1tTNayeBr"
1,1,0,0,1,0,1,1,0,0,1,"latino",0,1,0,0,0,0,1,1,0,0,0.5,0.166666666666667,0,2,0.5,0.625,-1,-1,0.75,0,0.833333333333333,0.07,0.07,1,"R_1gutneL3CXLm1bN"
0,1,0,1,0,0,0,1,1,0,0,"white",0,1,0,0,0,0.125,0.75,1,0,0,0.5,0.111111111111111,0,2,0,0.375,1,0,0.75,0.333333333333333,0.875,0.42,0.22,0.73,"R_2Xmwt1dn4yayNrS"
0,1,1,0,0,0,0,0,0,0,1,"latino",0,0,1,1,1,0.0972222222222222,0,0,0,0,0.25,0.444444444444444,0,1,0.25,0.25,-1,-1,0,0,0.416666666666667,0.39,0,0.61,"R_3FRSClmIBaBfIgS"
0,1,1,1,0,1,1,0,0,0,1,"latino",0,0,1,0,0,0.0555555555555556,0.25,0,0,0,0.583333333333333,0.111111111111111,0,0,0.5,0.625,1,1,0.833333333333333,0.708333333333333,1,1,1,0.45,"R_qDXdfgbL6Jjhbhf"
1,1,1,1,1,0,1,1,1,0,0,"white",0,0,0,1,0,0.416666666666667,0.5,0,0,1,1,0.388888888888889,0,0,0.75,0.875,1,0,1,1,1,1,1,0,"R_W9ahvEkAUPHBJqV"
1,0,0,0,1,0,0,1,0,0,1,"latino",0,0,0,0,0,0.25,1,1,0,0,0.333333333333333,0,0,0,0.5,0.375,-1,-1,0.666666666666667,0.541666666666667,0.833333333333333,0.62,0.52,0.81,"R_2TsLlIiVOTx17Gt"
1,1,0,0,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.180555555555556,0.75,0,0,1,0.416666666666667,0.222222222222222,0,0,0.75,0.75,1,1,0.916666666666667,0.166666666666667,0.708333333333333,0.95,0.96,0.13,"R_3hxQ9F7yCv8F3c4"
1,1,1,0,0,0,0,0,0,0,1,"latino",0,0,0,1,0,0.0972222222222222,0.25,1,0,0,0.0833333333333333,0.222222222222222,0,1,0.5,0.375,-1,0,0.333333333333333,0,0.458333333333333,0.17,0.39,0.55,"R_2DNuHCs0s3DfMXS"
1,1,1,1,0,0,0,1,0,1,0,"black",0,0,0,1,1,0.541666666666667,0.25,0,0,1,0.333333333333333,0.777777777777778,0,1,0.5,0.625,0,1,0,0.25,0.416666666666667,0.26,0.02,0.5,"R_WCB7Q5RIyOk5xmN"
0,0,0,1,0,1,0,0,0,0,1,"latino",0,0,1,1,0,0.0833333333333333,0,0,0,0,0,0.277777777777778,0,1,0.25,0.25,-1,-1,0.0833333333333333,0,0.291666666666667,0.01,0,0.66,"R_3Ny8dNlA6eU6tix"
1,1,1,1,1,0,1,1,0,1,0,"black",0,0,1,1,0,0.347222222222222,0,0,0,0,0.25,0,0,0,0.75,0.875,-1,-1,1,0,1,0.15,0.17,1,"R_2ZIW5hC4EPSDs6r"
0,0,1,1,1,0,0,0,1,0,0,"white",0,0,0,1,1,0.236111111111111,0.25,0,1,0,0.583333333333333,0.833333333333333,0,1,0.5,0.375,0,-1,1,1,0.833333333333333,0.22,1,0.04,"R_3PAjO2gX6IQ10N0"
0,1,0,1,0,0,1,0,1,0,0,"white",0,0,0,1,0,0.166666666666667,0,1,0,0,0.75,0.166666666666667,0,0,0,0.375,-1,-1,0.416666666666667,0.541666666666667,0.708333333333333,0.38,0.58,0.77,"R_1eQoQ2nKPyZ1mi5"
1,1,1,1,1,0,1,1,1,0,0,"white",0,0,0,0,1,0.166666666666667,0.25,0,0,0,0.75,0.888888888888889,0,1,0.75,0.875,-1,1,1,0,0.875,0.26,0.94,0.99,"R_3FPVmPPKZlkmbSt"
1,1,1,1,1,1,0,0,0,0,1,"latino",0,0,0,0,0,0.319444444444444,0.25,1,0,0,0.666666666666667,0.277777777777778,0,1,1,0.75,1,0,0.416666666666667,0.25,0.583333333333333,0.87,0.85,0.73,"R_3fq3tlWHvt2vJyM"
1,1,1,0,1,1,0,0,1,0,0,"white",0,0,1,0,NA,0.222222222222222,0,0,0,0,0.333333333333333,0,1,0,1,0.625,-1,0,0.416666666666667,0,1,0.01,0.01,1,"R_3EhuTfa95NpRXbB"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,0,1,0,0.555555555555556,0,1,0,0,0.916666666666667,0.0555555555555556,0,0,0,0,-1,-1,0,0,0.833333333333333,0.11,0.01,0.82,"R_1mqGqjxoQKAh87e"
1,1,1,0,0,1,0,1,0,1,0,"black",0,0,0,0,0,0.222222222222222,0.75,1,0,0,0.166666666666667,0.277777777777778,0,1,0.75,0.625,-1,-1,0,0.375,0.125,0.51,0.41,0.81,"R_erGmMIhJHSdQLAZ"
1,1,1,1,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.319444444444444,0.25,1,0,0,0.333333333333333,0.277777777777778,0,0,1,1,0,0,0.583333333333333,0.583333333333333,0.416666666666667,0.61,0.48,0.5,"R_3r24f9eZ4mSreDU"
0,0,0,0,0,0,0,0,1,0,0,"white",0,1,1,0,1,0.138888888888889,0,0,0,0,1,0.5,0,2,0,0,NA,0,1,0.875,1,0.01,0.01,0.01,"R_2SwRjy4s1FUpgoh"
1,0,1,1,1,0,0,0,1,0,0,"white",0,0,0,1,1,0.166666666666667,0.75,1,0,0,0.416666666666667,0.5,0,0,0.75,0.5,1,1,0.75,0.375,0.708333333333333,0.51,0.76,0.28,"R_1i4IzpXAmhtozRe"
1,1,1,0,1,1,1,1,0,0,1,"latino",0,0,0,0,0,0.25,0,0,0,1,0.583333333333333,0.166666666666667,0,0,1,0.875,1,-1,1,1,0,1,1,0.11,"R_3L0kj0jdwsikZo7"
1,1,1,1,1,0,1,1,1,0,0,"white",0,0,0,1,0,0.5,0.25,1,0,0,0.583333333333333,0.222222222222222,0,0,0.75,0.875,0,0,0.75,0.875,0.583333333333333,0,0,0,"R_3FJaz0JWbVKWMPD"
0,0,0,1,1,0,0,0,0,0,1,"latino",0,0,1,0,1,0.444444444444444,0.25,0,0,0,0.25,0.5,0,0,0.25,0.25,-1,1,0,0.5,1,0.27,0.09,0.86,"R_wTTJ22N7V1ufUD7"
1,0,0,1,0,1,0,0,0,0,1,"latino",0,0,0,0,1,0.236111111111111,0.25,0,1,0,1,0.555555555555556,0,0,0.5,0.375,NA,1,0.916666666666667,0.5,1,0.06,0.09,0.02,"R_21u0qJA0CESO5CL"
0,1,1,1,0,0,1,0,0,1,0,"black",0,0,0,0,0,0.291666666666667,1,0,0,0,0.416666666666667,0,0,0,0.25,0.5,1,-1,0.75,0.416666666666667,0.875,0.88,0.84,0.5,"R_3lQJDfDIuenY545"
1,0,0,0,0,1,0,0,1,0,0,"white",0,0,1,0,1,0.472222222222222,0,0,0,0,0.666666666666667,0.5,0,1,0.5,0.25,-1,0,0.166666666666667,0,0.583333333333333,0.1,0,0.5,"R_pclnrflhfoKR0AN"
1,0,1,1,1,1,0,0,0,0,1,"latino",0,0,0,0,0,0.291666666666667,0,0,0,0,0,0.166666666666667,0,0,1,0.625,-1,-1,0.166666666666667,0,0.708333333333333,0.01,0.01,0.9,"R_2WBuNV0Ayr96TKT"
0,0,0,0,0,1,0,1,0,0,1,"latino",0,0,0,0,0,0.0138888888888889,0.75,0,0,0,0.416666666666667,0.222222222222222,0,0,0.25,0.25,1,1,0.25,0.708333333333333,0.458333333333333,0.31,0,0.12,"R_1g87QjKdQdwIwLr"
0,0,1,0,0,1,0,1,0,0,1,"latino",0,0,0,0,0,0.0833333333333333,0.5,1,0,0,0.5,0,0,0,0.5,0.375,-1,0,0.5,0,0.75,0.5,0.2,1,"R_2rZTlvnWKzdZq7p"
1,0,1,0,0,1,0,0,1,0,0,"white",0,0,0,0,1,0.569444444444444,0.5,0,0,1,0.5,0.5,0,1,0.75,0.375,-1,0,0.25,0.625,0.416666666666667,0.4,0.4,0.6,"R_Qi7fdimGUWTkhY5"
1,1,0,1,0,1,0,0,0,1,0,"black",0,0,0,1,0,0.0833333333333333,0.25,0,0,1,0.5,0,0,1,0.5,0.5,0,0,0.166666666666667,0.583333333333333,0.416666666666667,0.31,0.37,0.45,"R_241zxpk6rvEU0sl"
0,0,0,0,0,0,0,0,0,0,1,"latino",0,0,1,1,0,0.180555555555556,0,0,0,0,0.25,0.277777777777778,0,1,0,0,-1,-1,0.333333333333333,0,0.5,0.04,0.07,0.48,"R_PAvzVeek2GMcj4Z"
0,0,1,0,0,0,0,0,1,0,0,"white",0,1,0,1,1,0.291666666666667,1,0,0,1,0.416666666666667,0.666666666666667,0,2,0.25,0.125,0,1,0.0833333333333333,0.5,0.875,0.14,0,0.32,"R_24OA6JceT5V96mJ"
0,0,1,0,1,0,0,0,0,1,0,"black",0,0,1,0,0,0.0277777777777778,0,0,0,0,0.25,0.166666666666667,0,0,0.5,0.25,-1,-1,0.333333333333333,0.583333333333333,0.458333333333333,0.2,0.03,0.55,"R_1KkkU3oZxtPG3bq"
1,1,1,1,1,1,0,0,1,0,0,"white",0,0,0,0,1,0.791666666666667,0,1,0,0,0.5,0.444444444444444,0,1,1,0.75,0,0,0.333333333333333,0.416666666666667,0.583333333333333,0.61,0.24,0.63,"R_3j8wx4rxCdUSRLU"
