"econ_FTunions_92","econ_FTwelfare_92","econ_FTpoor_92","econ_markets_92","econ_lessgovt_92","econ_biggovt_92","econ_spend_enviro_92","econ_spend_aids_92","econ_spend_socsec_92","econ_spend_fstamps_92","econ_spend_schools_92","econ_spend_homeless_92","econ_spend_chldcare_92","econ_spend_blacks_92","econ_spend_welfare_92","econ_spend_collstudents_92","econ_spend_unemp_92","econ_spend_poor_92","econ_spend_cities_92","econ_eqlopp_92","econ_eqltoofar_92","econ_eqlchance_92","econ_worryless_92","econ_uneqlchance_92","econ_fewerproblms_92","econ_place_living_92","econ_govtprovide_92","econ_place_services_92","econ_place_insure_92","econ_place_cities_92","econ_parentleave_92","econ_expmedicare_92","econ_FTunions_96","econ_FTwelfare_96","econ_FTpoor_96","econ_markets_96","econ_lessgovt_96","econ_biggovt_96","econ_spend_enviro_96","econ_spend_aids_96","econ_spend_socsec_96","econ_spend_fstamps_96","econ_spend_schools_96","econ_spend_homeless_96","econ_spend_chldcare_96","econ_spend_welfare_96","econ_spend_collstudents_96","econ_spend_poor_96","econ_eqlopp_96","econ_eqltoofar_96","econ_eqlchance_96","econ_worryless_96","econ_uneqlchance_96","econ_fewerproblms_96","econ_place_living_96","econ_deficitspend_96","econ_cutspend_96","econ_cuttax_96","econ_cutspenddefic_96","econ_cuttaxsize_96","econ_childwelf_96","econ_welf2yrlim_96","econ_place_incgap_96","econ_place_services_96","econ_place_insure_96","econ_place_enviro_96","moral_FTwmnsmvmnt_92","moral_childobey_92","moral_schoolpray_92","moral_abortion_92","moral_parentconsent_92","moral_govtfundabort_92","moral_lifestyles_92","moral_worldchange_92","moral_family_92","moral_tolerate_92","moral_wifenotifyabort_92","moral_wmnequalrole_92","moral_FTgay_92","moral_FTxtnfunds_92","moral_gayjobdisc_92","moral_gaymilitary_92","moral_gayadopt_92","moral_extramarital_92","moral_FTwmnsmvmnt_96","moral_FTxtncoalition_96","moral_schoolpray_96","moral_abortion_96","moral_lifestyles_96","moral_worldchange_96","moral_family_96","moral_tolerate_96","moral_wmnequalrole_96","moral_FTgay_96","moral_FTxtnfunds_96","moral_gayjobdisc_96","moral_gaymilitary_96","moral_momhome_96","pid7_92","ft_reps_92","ft_dems_92","pid7_96","ft_reps_96","ft_dems_96","ideo7_92","ft_cons_92","ft_libs_92","ideo7_96","ft_cons_96","ft_libs_96","educ_low_92","educ_high_92","int_polknow_low","int_polknow_hi","econ92","econ96","moral92","moral96","PID92","PID96","IDEO92","IDEO96","econ_educLow_92","econ_educLow_96","moral_educLow_92","moral_educLow_96","econ_educHigh_92","econ_educHigh_96","moral_educHigh_92","moral_educHigh_96","econ_polKnowLow_92","econ_polKnowLow_96","moral_polKnowLow_92","moral_polKnowLow_96","econ_polKnowHigh_92","econ_polKnowHigh_96","moral_polKnowHigh_92","moral_polKnowHigh_96"
NA,NA,NA,0,0,0,1,1,1,NA,1,1,1,NA,NA,2,1,1,2,1,1,1,1,1,1,4,0,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,2,5,2,4,2,1,3,NA,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,50,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,-1.40712223089518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,15,0,0,NA,1,1,1,3,1,1,2,3,3,1,3,2,2,5,3,3,2,1,4,1,1,4,7,7,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,3,1,5,5,5,5,5,5,4,7,100,0,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,50,NA,NA,NA,7,0,50,NA,NA,NA,0,1,0,1,NA,NA,1.40079842183691,NA,0.0927354370815074,NA,1.54416628600899,NA,NA,NA,NA,NA,NA,NA,1.51874023962271,NA,NA,NA,NA,NA,NA,NA,1.54075778113203,NA
30,30,30,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,0,0,2,1,1,1,3,3,4,1,1,1,40,40,5,1,1,4,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,40,70,3,15,70,2,50,60,2,NA,NA,0,1,0,1,-1.55506922746169,NA,-0.801734805252295,NA,-0.908007123012232,-0.329086901651932,-1.45736028902627,NA,NA,NA,NA,NA,-1.65490582102713,NA,-0.678416625934249,NA,NA,NA,NA,NA,-1.51337330609761,NA,-0.622714777862895,NA
85,80,65,1,1,1,3,3,2,3,2,2,3,2,3,2,2,3,3,1,4,5,4,4,2,6,1,6,7,4,1,4,85,60,30,1,1,1,2,3,3,3,2,2,2,3,2,3,1,4,4,5,4,1,7,1,1,1,1,4,5,5,5,7,7,4,90,NA,NA,3,5,5,5,5,5,5,5,NA,85,90,5,5,5,5,85,85,3,3,5,5,5,5,5,50,85,5,5,5,7,80,0,7,85,30,7,90,5,7,100,15,0,1,0,1,2.49143862746235,1.82640034791252,NA,1.74195830210539,1.60134277716638,1.57921718291663,2.07787087943657,1.9871662791444,NA,NA,NA,NA,2.00528324206993,1.48714380532099,NA,1.73975604292116,NA,NA,NA,NA,2.02229565106772,1.44515113323618,NA,1.58502426151078
30,50,15,0,0,1,2,1,1,3,1,2,2,2,2,1,2,1,2,1,4,3,3,5,3,4,1,4,1,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,1,1,1,5,3,3,5,3,2,NA,100,50,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,50,NA,NA,NA,5,30,15,NA,NA,NA,0,1,0,0,0.00902845474540859,NA,NA,NA,0.589794057493311,NA,0.55174991441986,NA,NA,NA,NA,NA,-0.0917838130770973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,0,0,0,0,2,2,1,1,2,2,1,1,2,2,1,1,3,1,1,1,3,2,1,1,0,4,1,4,NA,1,0,30,NA,0,0,0,1,1,1,1,1,1,1,NA,1,1,3,2,1,5,4,1,1,0,0,0,NA,NA,5,1,4,1,4,4,NA,NA,NA,4,5,1,5,1,5,1,5,3,NA,NA,1,1,5,5,0,NA,4,2,5,NA,5,1,3,100,NA,5,1,3,1,10,90,1,9,100,2,NA,NA,4,NA,NA,1,0,0,0,NA,NA,NA,NA,-1.41516378539068,-1.27997671729335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,30,50,0,0,0,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,5,2,1,5,0,4,2,2,1,5,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,0,1,2,4,5,5,5,4,4,2,5,1,0,100,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,25,75,3,70,85,2,50,50,7,NA,NA,1,0,0,0,-0.744198140954647,NA,-0.232065500102445,NA,-1.40889252492689,-0.321856713866372,-1.41356801018976,NA,-0.644645877850646,NA,-0.658004189540182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,15,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,1,3,0,2,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,3,1,4,4,4,4,5,2,2,1,30,50,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,85,60,NA,NA,NA,5,70,60,NA,NA,NA,1,0,0,0,-1.17821655884581,NA,-0.26889755712518,NA,1.09048546366307,NA,0.504302143505917,NA,-1.2438950291668,NA,-0.591415596800848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,50,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,0,3,1,6,1,1,50,70,40,0,0,0,2,3,1,1,1,1,1,3,2,1,2,3,3,4,4,2,3,1,0,1,0,NA,5,5,4,5,2,4,25,1,3,1,5,1,4,5,2,2,5,1,75,100,1,1,1,3,50,50,2,3,3,3,4,3,2,50,50,4,1,4,1,25,100,2,40,85,2,NA,NA,5,50,50,1,0,1,0,NA,-0.436652173430812,-0.398377251390652,-0.0608200354760198,-1.41500372232923,-0.798842093038245,NA,0.485956072955645,NA,-0.429673959658507,-0.586766707898944,-0.1759893013818,NA,NA,NA,NA,NA,-0.0745771581810062,-0.647491472746175,-0.405052569522721,NA,NA,NA,NA
100,15,0,0,0,1,1,2,1,2,1,1,1,3,2,2,1,1,3,1,4,1,4,4,1,4,0,3,1,4,1,1,50,40,15,1,1,1,1,3,1,2,3,1,2,3,1,2,1,4,2,5,4,1,4,1,0,1,0,6,1,1,4,4,1,7,40,0,2,1,4,1,5,1,5,1,5,2,50,50,1,2,1,3,50,60,3,2,5,1,5,1,1,50,60,1,1,5,6,40,60,5,0,0,5,60,50,5,60,50,1,0,1,0,-0.616002698308289,0.270747007349176,-0.556241338616172,-0.453311665485501,1.08267183759592,0.628058402463329,0.510690051379839,0.487842787413836,-0.601715690468429,0.328410893362842,-0.892017380456856,-0.758788795014679,NA,NA,NA,NA,-0.744807147846069,0.482603302443846,-0.825055196213355,-0.394486624242079,NA,NA,NA,NA
40,60,40,0,0,0,1,1,2,2,1,1,1,2,2,1,2,2,2,2,3,2,2,2,3,4,0,3,5,4,1,4,50,50,40,0,0,1,1,1,2,2,1,2,2,2,1,2,2,2,4,2,3,3,3,0,0,1,0,NA,4,5,5,4,5,2,15,0,1,1,1,2,3,2,3,2,1,1,40,30,2,1,1,4,30,15,1,1,3,2,3,1,1,30,40,2,1,4,1,60,85,1,60,85,3,60,60,3,60,70,0,0,0,0,-0.373689652984693,-0.118052460704239,-1.20920493756311,-1.36589989799158,-1.40525973916893,-1.26566726429155,-0.791004687861344,-1.00090040113497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,0,0,2,1,1,2,1,1,2,2,2,1,2,2,NA,3,3,3,3,3,3,4,1,2,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,2,5,4,5,4,4,3,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,30,30,1,0,0,1,NA,1,2,1,2,2,2,1,2,2,2,2,1,4,4,4,2,2,7,0,4,7,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,4,3,5,1,4,2,5,2,1,1,85,80,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85,80,NA,NA,NA,5,85,80,NA,NA,NA,1,0,0,1,NA,NA,0.872916567258893,NA,-0.902637975906021,NA,0.472824142276778,NA,NA,NA,0.671273527432226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914334379774297,NA
70,75,75,1,1,1,2,1,2,2,3,2,3,2,3,2,2,2,3,1,4,2,2,4,2,6,1,7,7,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,3,1,5,4,2,4,2,2,2,1,50,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,85,15,NA,NA,NA,5,50,50,NA,NA,NA,0,1,1,0,1.77709678492186,NA,NA,NA,1.5985442393991,NA,0.473285680417251,NA,NA,NA,NA,NA,1.34693173537688,NA,NA,NA,2.72733646045217,NA,NA,NA,NA,NA,NA,NA
50,40,30,0,0,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,3,1,1,4,0,4,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,3,2,5,4,4,4,3,2,5,2,50,50,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,70,NA,NA,NA,3,40,50,NA,NA,NA,0,0,1,0,-0.45192546459842,NA,-0.297058380578277,NA,-0.407475779903917,NA,-0.82202115095001,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146623735760327,NA,-0.569990013338645,NA,NA,NA,NA,NA
40,70,50,0,NA,0,2,1,2,3,1,1,1,1,3,1,1,1,2,2,3,2,4,2,2,4,0,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1,3,2,5,1,2,3,3,2,2,2,50,70,4,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85,15,NA,NA,NA,5,40,15,NA,NA,NA,1,0,0,0,NA,NA,-0.145873000253459,NA,-0.886748862659923,NA,0.589154285382448,NA,NA,NA,-0.365229617676728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,15,15,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,3,3,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,1,1,2,1,2,4,2,1,1,1,30,15,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,40,NA,NA,NA,4,40,40,NA,NA,NA,0,0,0,1,-1.52177339849603,NA,-1.6563497067423,NA,0.0864981093011678,NA,-0.149277641911163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43681640028357,NA,-1.30831436645026,NA
70,60,NA,NA,NA,0,1,1,2,2,1,3,2,2,2,2,3,3,3,1,1,1,1,1,1,6,1,6,1,3,1,NA,NA,NA,NA,0,NA,NA,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,4,1,1,1,0,3,4,4,2,4,2,3,15,0,2,1,1,5,1,NA,2,NA,1,1,NA,NA,1,1,1,3,NA,NA,NA,1,3,2,3,2,1,NA,NA,NA,1,NA,3,40,40,2,40,45,3,NA,NA,3,NA,NA,0,1,0,1,NA,NA,NA,NA,-0.403615065717614,-0.788319317238608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,15,0,0,0,2,2,2,2,1,1,2,2,3,1,1,2,2,2,3,3,2,2,2,6,1,4,4,3,0,2,50,15,15,0,0,0,2,2,2,2,1,1,2,2,2,2,2,2,2,4,2,2,4,0,0,1,0,NA,4,5,5,4,4,4,30,NA,3,2,5,4,3,2,4,2,2,2,30,60,2,2,5,5,15,50,2,3,5,4,4,2,2,40,50,4,2,1,2,70,85,2,60,70,5,60,60,5,70,70,0,0,0,0,0.0755723838590636,-0.39270030900472,-0.586483999072067,-0.0759429382368177,-0.906464757408873,-0.790831968945954,0.466897772543329,0.485684908073352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,30,0,0,0,1,2,1,3,2,1,2,2,2,2,2,1,NA,1,4,1,2,1,1,4,0,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,2,1,5,1,4,2,4,2,4,1,60,50,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,60,NA,NA,NA,5,50,60,NA,NA,NA,1,0,0,0,-0.752259744324593,NA,-0.412617629782679,NA,-1.40435762581135,NA,0.429493401580741,NA,-0.587784459599567,NA,-0.671506239406411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,50,50,0,0,1,2,3,2,2,1,1,1,3,1,2,2,2,3,2,3,5,2,2,4,5,0,4,2,3,1,4,70,50,50,1,1,1,2,3,2,2,1,1,2,3,3,2,2,4,4,4,4,4,5,0,0,0,0,2,2,5,6,5,3,3,40,1,3,1,5,2,2,4,4,2,5,1,60,60,1,4,5,5,30,60,2,1,4,4,5,2,1,70,40,4,1,4,4,50,50,6,70,30,5,60,40,6,85,40,0,0,0,0,0.353730055179143,1.03988421268609,-0.333007047270458,-0.156166914410135,0.0927354370815074,1.10527986612033,0.554482330216348,1.23693116783371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,60,40,1,1,1,2,1,1,3,3,1,3,2,3,2,2,3,3,2,4,3,4,3,2,7,1,5,4,7,1,1,70,70,30,1,1,0,2,1,1,3,2,3,2,3,2,3,1,4,2,4,2,2,5,1,0,1,0,NA,4,5,4,4,6,5,30,NA,1,1,5,5,5,5,5,3,5,3,20,40,1,5,4,5,15,30,1,1,5,2,5,4,5,50,40,2,5,5,7,60,30,7,85,20,6,70,40,6,75,50,1,0,0,1,1.53721837829625,0.924533149803115,-0.164852416406048,0.2046937862529,1.59053661758705,1.58184787686654,1.22083793138127,1.23302215647619,1.91224359406639,1.20771051009933,-0.47240033057668,-0.0858280495462553,NA,NA,NA,NA,NA,NA,NA,NA,1.17404942799935,0.663055912445319,0.159221475991315,0.219887995573517
NA,50,20,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,2,NA,5,NA,NA,NA,NA,NA,5,NA,50,NA,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,50,50,0,0,0,1,2,1,2,2,2,2,2,3,1,2,2,2,2,1,4,3,3,4,6,0,4,2,5,0,1,50,50,50,0,1,1,1,3,1,3,2,1,2,3,2,2,3,2,4,3,2,3,4,1,0,1,0,3,5,5,3,5,4,5,25,0,3,1,1,1,1,1,2,4,1,1,35,50,1,1,1,4,0,50,2,1,4,1,2,2,1,30,50,2,1,1,4,50,50,3,30,60,3,50,65,3,40,50,0,0,1,0,0.365823483891225,0.601731655780642,-1.23003354853482,-1.38543979769297,0.0927354370815074,-0.323408145326452,-0.850305198242187,-1.00062923625267,NA,NA,NA,NA,NA,NA,NA,NA,1.04662295124039,1.00024942939451,-1.6057424319338,-1.63778823932129,NA,NA,NA,NA
30,15,0,0,0,0,1,2,1,2,2,1,2,2,1,1,2,1,2,1,4,2,2,4,2,3,0,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2,3,5,5,4,4,3,2,1,1,50,70,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,70,50,NA,NA,NA,6,70,60,NA,NA,NA,0,0,0,0,-1.06292590974701,NA,-0.0583233496774449,NA,0.593266780189822,NA,1.13325337370825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,60,0,1,1,1,2,2,1,3,2,1,1,2,3,1,1,1,3,1,4,2,5,3,2,5,1,4,4,4,1,1,50,50,45,0,0,0,3,2,2,3,3,2,1,3,2,3,3,4,4,4,3,2,5,1,0,1,0,NA,1,5,4,4,4,6,40,1,3,NA,5,5,5,5,5,4,1,7,30,100,4,2,4,5,50,45,2,1,4,3,5,3,5,50,45,2,2,4,7,70,40,7,35,75,7,100,70,6,50,50,NA,NA,NA,NA,0.540524807337794,0.766985935016332,NA,0.0246327901208051,1.58982849997437,1.55721885222347,1.83062543796184,1.22830537033071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0,0,0,0,0,2,1,2,2,2,2,2,3,2,2,1,1,3,1,4,1,5,1,1,6,0,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,2,1,4,2,4,2,5,2,4,2,100,100,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,50,NA,NA,NA,3,100,60,NA,NA,NA,1,0,1,0,-0.556090852880775,NA,0.788457761286583,NA,-1.39844042415391,NA,-0.641387204010994,NA,-0.416112170045808,NA,0.660190963427207,NA,NA,NA,NA,NA,-0.489050816465481,NA,0.915031790659891,NA,NA,NA,NA,NA
50,40,30,1,1,1,1,1,1,2,1,2,1,2,2,1,3,2,1,4,4,2,4,2,2,4,0,3,1,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,3,1,4,1,4,2,4,3,1,1,40,50,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,60,30,NA,NA,NA,5,50,60,NA,NA,NA,0,0,0,0,0.230718001552244,NA,-0.519233617868628,NA,0.596419376763443,NA,0.429493401580741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,70,50,1,1,1,1,2,2,2,1,1,3,2,2,2,2,2,2,2,4,4,4,2,4,6,1,4,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,2,2,5,5,2,2,3,3,5,4,100,50,5,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,50,50,NA,NA,NA,4,30,60,NA,NA,NA,1,0,0,0,1.02906617530963,NA,0.798504529744335,NA,-0.404323183330297,NA,-0.27426657054677,NA,1.29280434042988,NA,0.788976090743554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,75,50,0,0,1,1,1,1,3,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,4,0,4,4,1,0,1,30,40,15,0,0,0,2,1,1,3,1,1,1,3,1,1,2,4,2,4,4,2,1,0,0,0,1,NA,5,5,1,4,1,4,NA,1,3,3,5,1,4,5,4,4,5,4,NA,50,4,2,2,5,15,70,2,3,4,4,5,1,4,50,60,1,1,3,1,50,85,1,60,100,3,15,20,3,50,50,1,0,0,0,NA,-0.904025494763067,NA,-0.315581662984299,-1.40699610051719,-1.26961330521642,-0.784155241846949,-0.998742521794484,NA,-0.840108989856506,NA,-0.575334849999473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,85,70,1,1,1,2,2,2,3,2,2,2,2,3,1,2,2,2,1,4,5,4,2,NA,6,1,6,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,2,1,1,2,NA,2,4,2,2,1,NA,25,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,85,30,NA,NA,NA,6,65,55,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,1.59487752095769,NA,1.13644732764521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,50,15,0,0,0,2,1,NA,3,1,3,1,2,3,1,1,1,2,1,2,1,2,2,4,3,NA,6,2,1,1,1,15,40,15,0,0,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,5,1,4,0,0,0,0,5,5,2,4,3,5,2,30,1,4,4,5,5,5,5,5,5,1,7,85,50,5,5,5,5,0,100,4,4,5,5,5,2,7,100,70,1,5,5,1,0,100,1,60,85,5,50,50,3,60,70,1,0,0,0,NA,-0.615012812579999,1.85396918751962,1.24601021391955,-1.41934462569987,-1.26566726429155,0.473285680417251,-1.00090040113497,NA,-0.444149839214204,1.73865609200977,0.989392848447457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,40,0,0,0,0,2,1,1,2,1,1,1,1,3,1,2,1,1,2,2,3,2,3,2,4,0,3,3,2,0,1,NA,50,50,0,0,1,2,2,1,3,1,2,2,3,2,2,2,2,2,2,2,2,5,0,0,1,0,2,5,5,3,4,3,4,0,0,3,1,1,2,4,1,2,1,1,1,15,60,1,1,NA,4,40,50,4,1,4,2,2,2,3,50,50,2,2,2,3,15,70,3,40,60,6,30,70,3,50,50,0,0,0,1,-0.745813067327585,NA,-1.48617666528005,-0.535910618812128,-0.415289405971067,-0.321376103742739,0.939843611021393,-0.998742521794484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.770301468918072,NA,-1.1709424805817,-0.30412275503471
