"econ_FTunions_92","econ_FTwelfare_92","econ_FTpoor_92","econ_markets_92","econ_lessgovt_92","econ_biggovt_92","econ_spend_enviro_92","econ_spend_aids_92","econ_spend_socsec_92","econ_spend_fstamps_92","econ_spend_schools_92","econ_spend_homeless_92","econ_spend_chldcare_92","econ_spend_blacks_92","econ_spend_welfare_92","econ_spend_collstudents_92","econ_spend_unemp_92","econ_spend_poor_92","econ_spend_cities_92","econ_eqlopp_92","econ_eqltoofar_92","econ_eqlchance_92","econ_worryless_92","econ_uneqlchance_92","econ_fewerproblms_92","econ_place_living_92","econ_govtprovide_92","econ_place_services_92","econ_place_insure_92","econ_place_cities_92","econ_parentleave_92","econ_expmedicare_92","econ_FTunions_96","econ_FTwelfare_96","econ_FTpoor_96","econ_markets_96","econ_lessgovt_96","econ_biggovt_96","econ_spend_enviro_96","econ_spend_aids_96","econ_spend_socsec_96","econ_spend_fstamps_96","econ_spend_schools_96","econ_spend_homeless_96","econ_spend_chldcare_96","econ_spend_welfare_96","econ_spend_collstudents_96","econ_spend_poor_96","econ_eqlopp_96","econ_eqltoofar_96","econ_eqlchance_96","econ_worryless_96","econ_uneqlchance_96","econ_fewerproblms_96","econ_place_living_96","econ_deficitspend_96","econ_cutspend_96","econ_cuttax_96","econ_cutspenddefic_96","econ_cuttaxsize_96","econ_childwelf_96","econ_welf2yrlim_96","econ_place_incgap_96","econ_place_services_96","econ_place_insure_96","econ_place_enviro_96","moral_FTwmnsmvmnt_92","moral_childobey_92","moral_schoolpray_92","moral_abortion_92","moral_parentconsent_92","moral_govtfundabort_92","moral_lifestyles_92","moral_worldchange_92","moral_family_92","moral_tolerate_92","moral_wifenotifyabort_92","moral_wmnequalrole_92","moral_FTgay_92","moral_FTxtnfunds_92","moral_gayjobdisc_92","moral_gaymilitary_92","moral_gayadopt_92","moral_extramarital_92","moral_FTwmnsmvmnt_96","moral_FTxtncoalition_96","moral_schoolpray_96","moral_abortion_96","moral_lifestyles_96","moral_worldchange_96","moral_family_96","moral_tolerate_96","moral_wmnequalrole_96","moral_FTgay_96","moral_FTxtnfunds_96","moral_gayjobdisc_96","moral_gaymilitary_96","moral_momhome_96","pid7_92","ft_reps_92","ft_dems_92","pid7_96","ft_reps_96","ft_dems_96","ideo7_92","ft_cons_92","ft_libs_92","ideo7_96","ft_cons_96","ft_libs_96","educ_low_92","educ_high_92","int_polknow_low","int_polknow_hi","econ92","econ96","moral92","moral96","PID92","PID96","IDEO92","IDEO96","econ_educLow_92","econ_educLow_96","moral_educLow_92","moral_educLow_96","econ_educHigh_92","econ_educHigh_96","moral_educHigh_92","moral_educHigh_96","econ_polKnowLow_92","econ_polKnowLow_96","moral_polKnowLow_92","moral_polKnowLow_96","econ_polKnowHigh_92","econ_polKnowHigh_96","moral_polKnowHigh_92","moral_polKnowHigh_96"
50,60,NA,0,0,0,1,1,1,3,1,1,2,2,3,1,2,1,3,1,4,4,3,2,2,4,0,4,6,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,2,5,5,2,5,5,2,5,1,15,15,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,60,NA,NA,NA,3,40,50,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,-0.410240384987746,NA,-0.82202115095001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,15,NA,1,0,1,3,2,2,2,1,2,2,2,2,2,2,2,1,4,2,4,2,2,4,1,7,4,1,NA,3,85,30,30,1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,3,3,4,3,4,1,0,1,0,NA,4,4,7,5,5,3,NA,NA,3,4,5,5,5,3,5,5,5,1,100,70,2,5,5,5,95,30,2,4,5,5,5,3,1,100,20,4,4,5,4,30,15,5,0,0,5,70,50,5,100,15,0,0,NA,NA,NA,0.0141302922586165,NA,1.32078598103975,0.0978183907482794,0.628058402463329,0.548094422342426,0.502467684394276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,15,1,1,0,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,5,5,1,3,0,4,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA,1,5,1,5,1,5,4,5,1,60,50,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,100,NA,NA,NA,5,70,85,NA,NA,NA,1,0,1,0,-0.37412836566332,NA,NA,NA,-1.4106628189586,NA,0.394821446414642,NA,-0.420054648069216,NA,NA,NA,NA,NA,NA,NA,-0.40259875706357,NA,NA,NA,NA,NA,NA,NA
40,35,35,0,0,0,1,NA,2,NA,1,1,1,1,NA,1,1,1,1,1,1,4,1,1,2,1,0,4,2,1,0,1,50,50,50,0,0,0,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,0,0,1,0,1,1,1,2,3,4,3,35,0,1,1,1,1,3,1,4,1,1,1,25,0,1,2,2,3,30,15,1,1,3,3,3,3,2,35,15,1,1,3,3,15,60,3,15,65,1,15,75,1,35,65,0,1,NA,NA,NA,-0.593814304131848,-1.41160320247647,-1.16969576443358,-0.412844927010129,-0.327771554676977,-2.28291523585243,-2.4893046335809,NA,NA,NA,NA,NA,-0.963939818716177,-1.10673943593641,-0.876523607883953,NA,NA,NA,NA,NA,NA,NA,NA
0,50,50,0,0,1,1,1,3,3,1,1,1,3,3,3,1,1,3,1,NA,4,4,2,2,4,0,4,4,7,0,1,30,NA,40,0,0,0,1,1,1,3,1,1,1,3,2,1,1,3,2,4,3,2,3,0,1,0,0,NA,5,5,4,4,1,4,0,NA,2,1,5,1,NA,1,NA,2,5,2,100,85,NA,5,5,5,NA,NA,NA,4,3,2,4,3,1,NA,NA,NA,5,3,7,85,50,7,75,20,5,NA,NA,4,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1.58998856303581,1.57981583528283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,15,1,1,0,3,2,1,1,3,1,3,1,1,3,1,1,3,1,2,1,2,2,2,4,1,4,4,4,0,2,15,100,0,0,0,1,3,1,1,1,1,3,1,1,1,1,1,5,1,5,5,1,2,0,1,0,1,NA,1,1,1,6,2,2,15,1,4,3,5,2,5,4,5,4,5,NA,100,100,2,2,5,5,40,100,2,3,4,1,5,1,2,100,100,1,5,5,1,50,50,1,70,100,4,50,50,3,60,70,1,0,NA,NA,0.100440234926706,-0.593028073316171,NA,0.507844788943623,-1.39844042415391,-1.2675812636327,-0.155665549785085,-1.00090040113497,0.0670618552401587,-0.555298028407234,NA,0.314421701053753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,40,0,0,0,1,1,2,3,2,1,2,NA,3,1,3,NA,NA,1,1,1,1,1,1,4,0,4,2,2,0,NA,60,60,50,1,1,1,1,1,3,3,2,3,3,3,2,3,2,5,4,3,2,2,6,1,1,1,1,5,5,5,7,6,7,5,0,0,1,1,1,2,1,2,2,1,1,1,30,0,1,1,1,3,60,50,1,1,2,2,3,3,1,50,40,2,1,3,3,30,60,4,60,50,3,40,70,4,50,50,0,0,0,1,NA,1.7291792354518,-1.98751642926922,-0.910278962132264,-0.410240384987746,0.15620792779533,-0.909605708623029,-0.256393224419419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23679027487577,-1.60509979988644,-0.55796576692137
40,80,30,0,0,0,1,1,1,2,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,5,0,5,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,2,1,5,1,1,2,5,2,1,1,25,65,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,40,85,NA,NA,NA,3,75,70,NA,NA,NA,0,1,0,1,NA,NA,-1.2832844859173,NA,0.0824433993699688,NA,-0.778690410253973,NA,NA,NA,NA,NA,NA,NA,-1.00604084767117,NA,NA,NA,NA,NA,NA,NA,-0.982508495883958,NA
60,40,30,0,0,0,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,4,2,2,2,0,3,4,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,40,1,2,2,1,4,3,3,2,2,4,1,50,50,1,2,2,5,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,50,50,2,50,60,3,50,60,3,NA,NA,1,0,0,0,-0.639757608067533,NA,-0.780904502515349,NA,-0.404323183330297,-0.790233316579758,-0.828409058823932,NA,-0.584923357261751,NA,-1.00349871636863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,40,50,0,0,0,2,NA,1,2,2,NA,2,NA,2,2,2,1,NA,3,3,3,3,4,2,4,NA,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,5,5,5,2,4,2,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,60,50,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,0.0944717984297629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,15,0,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,4,1,2,1,5,0,4,2,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1,3,2,5,5,5,5,5,4,5,2,50,70,4,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,70,60,NA,NA,NA,5,60,50,NA,NA,NA,1,0,NA,NA,-0.0496723375063601,NA,0.470057743912176,NA,0.590822301228884,NA,0.510690051379839,NA,0.116841866782448,NA,0.174666899339704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,70,0,0,0,0,2,1,2,2,1,1,1,1,3,1,2,1,1,1,1,4,4,3,3,4,0,4,4,3,1,1,30,60,0,0,0,1,2,1,2,2,1,1,2,3,1,2,1,4,4,3,4,3,4,0,0,1,0,1,5,5,5,4,5,3,30,0,1,1,5,2,5,2,5,2,5,4,40,40,1,5,5,5,30,60,1,2,5,4,5,4,5,15,40,1,4,5,3,70,70,3,60,70,5,60,60,3,70,85,1,0,NA,NA,-0.266258958625616,-0.0493497446097384,-0.18511883533191,0.00982494218298618,-0.405739418555662,-0.319942714525221,0.466897772543329,-1.00204713202578,-0.107319821182471,0.187690159391695,-0.464314989554575,-0.300323559122603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,30,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,4,4,1,1,0,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,3,1,5,1,2,2,4,1,5,4,15,100,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,100,NA,NA,NA,4,50,70,NA,NA,NA,1,0,0,1,NA,NA,-0.974550562243475,NA,-1.41934462569987,NA,-0.243250107458105,NA,NA,NA,-1.30128862966131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.670087939522969,NA
70,70,50,0,1,0,1,1,2,3,1,2,2,2,3,1,2,2,3,1,1,4,1,1,1,6,1,6,7,5,1,2,NA,NA,NA,NA,NA,NA,2,1,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,25,0,3,1,4,1,1,1,1,2,1,1,5,50,1,4,2,5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,50,50,6,60,40,5,50,45,5,NA,NA,0,0,0,1,0.66525650014604,NA,-1.43533614162176,NA,0.589794057493311,1.1006171305867,0.495181819835506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.351432984895948,NA,-1.05133739927155,NA
40,30,15,1,0,0,1,1,2,1,1,1,1,3,3,1,1,2,3,1,2,3,3,1,1,3,1,3,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,4,3,5,1,4,1,4,2,5,3,100,70,4,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,60,NA,NA,NA,2,70,40,NA,NA,NA,0,1,NA,NA,-0.647299789573347,NA,0.609038449446292,NA,1.08701274096656,NA,-1.29496698942807,NA,NA,NA,NA,NA,-0.750410571187056,NA,0.711118714097963,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,40,0,0,0,2,1,2,2,2,1,1,2,2,2,2,1,2,1,4,4,5,4,2,5,1,4,5,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,2,1,5,1,5,3,4,2,4,1,50,NA,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,60,NA,NA,NA,3,60,50,NA,NA,NA,1,0,0,0,0.0846378406980486,NA,NA,NA,-0.905562644051294,NA,-0.747212409024835,NA,0.15075155963874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,25,NA,1,1,1,1,2,3,1,2,2,NA,3,1,2,2,3,4,3,3,5,3,3,4,1,4,4,6,1,2,50,50,50,1,1,1,2,1,2,2,1,2,2,3,1,2,4,4,3,4,3,3,6,0,0,0,0,NA,5,5,6,4,7,4,50,0,2,1,5,2,4,3,4,3,2,4,100,45,2,5,5,5,50,50,3,2,4,5,4,4,5,50,50,NA,4,4,7,70,0,6,85,40,6,70,40,5,70,15,0,0,0,0,NA,0.856629864013081,0.584630104456844,NA,1.59960641581812,1.10569723454599,1.22083793138127,0.496807541019705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,25,35,0,0,0,2,2,1,3,2,1,1,2,3,2,2,1,1,1,1,4,3,2,1,6,0,6,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,3,1,5,2,2,2,3,2,1,2,65,50,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,60,NA,NA,NA,3,50,75,NA,NA,NA,0,0,NA,NA,0.0185109362502801,NA,-0.644538721028356,NA,-0.905562644051294,NA,-0.894097477078696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,60,40,0,0,0,2,1,1,2,1,1,1,1,1,1,1,2,NA,1,1,1,1,1,1,5,0,5,3,3,0,1,40,30,15,0,0,0,2,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,5,1,1,1,1,1,1,4,6,4,4,3,0,0,1,1,1,1,2,1,2,2,1,1,0,0,1,1,1,4,10,3,1,1,1,4,1,2,1,0,3,1,1,1,1,15,70,1,30,85,2,30,85,3,40,70,0,1,0,1,-0.761311775782287,-0.735070395816548,-2.09033900361657,-2.20296331025152,-1.40940664679468,-1.27176338904269,-1.64164972804272,-1.00467383005135,NA,NA,NA,NA,-0.96529510523036,-0.957365124217195,-1.75136815213158,-1.70532746337478,NA,NA,NA,NA,-0.873751086911123,-0.913292512967519,-1.65377994758628,-1.66697257293887
50,50,50,0,0,0,2,2,1,3,2,2,2,3,3,1,2,2,3,1,2,4,2,1,2,4,1,2,2,5,1,2,40,50,50,0,0,1,1,1,1,3,1,1,1,3,1,1,5,2,4,4,1,2,6,1,0,0,0,NA,2,1,6,4,6,1,20,0,2,3,5,5,4,4,5,1,2,1,20,80,1,1,1,5,15,40,3,3,3,4,4,2,1,50,0,1,1,1,4,50,50,4,60,60,3,50,80,3,50,70,1,0,0,0,0.0583172159288176,-0.165629932162694,-0.702492246326802,-0.797879587319916,0.0927354370815074,0.153577233845421,-0.915993616496951,-1.00278711559316,0.387187783371708,-0.153989548947588,-1.08988761628652,-0.9513943020807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,40,30,0,0,0,1,2,1,2,1,1,2,2,3,1,2,1,2,1,1,2,2,2,4,4,0,4,4,1,1,2,70,50,15,1,0,1,1,1,3,3,1,2,2,2,1,1,1,2,2,1,1,1,5,1,0,1,0,3,4,1,5,6,2,1,25,0,1,3,5,2,5,2,4,2,NA,1,30,65,1,2,2,5,30,60,2,2,4,1,4,4,1,30,60,1,1,1,2,60,70,3,40,40,2,65,75,5,60,60,0,0,0,0,-0.444558491049605,-0.113259098000999,-0.596590193004721,-0.709161707786351,-0.904534400315721,-0.31611471584292,-1.46694215083715,0.485820490514499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,30,30,0,0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,0,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,1,1,1,1,1,2,1,1,1,1,30,0,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,70,NA,NA,NA,4,60,70,NA,NA,NA,0,1,0,1,-0.920031958629455,NA,-1.93232021576291,NA,0.576223292830158,NA,-0.205845736495517,NA,NA,NA,NA,NA,-1.06141258681345,NA,-1.6157496563652,NA,NA,NA,NA,NA,-0.999341153613068,NA,-1.53482066936585,NA
70,15,15,1,0,0,3,1,1,3,1,1,1,1,2,1,1,1,3,1,4,1,NA,1,2,4,0,2,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,4,1,4,2,5,2,1,1,15,50,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,70,NA,NA,NA,3,85,70,NA,NA,NA,0,0,0,1,NA,NA,-1.17321043739523,NA,-0.909743484360488,NA,-0.741286039291385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.861668709748215,NA
60,50,50,1,1,1,1,1,2,2,NA,2,1,2,3,2,2,2,2,1,2,2,2,2,2,4,0,5,4,6,0,2,40,40,15,0,1,0,2,2,2,2,1,1,1,2,1,2,1,3,2,2,2,3,3,1,0,1,0,NA,NA,4,5,4,3,4,30,0,2,2,1,4,2,2,2,3,2,1,50,50,1,2,2,4,20,50,3,2,5,2,4,2,1,20,60,1,1,2,3,30,40,3,45,45,3,40,60,3,60,70,0,1,0,0,NA,-0.509552389982843,-0.878333177431123,-0.831526792762794,-0.40535142706587,-0.316414042026018,-0.865813429786519,-1.00090040113497,NA,NA,NA,NA,NA,-0.768477115108891,-0.607612139755596,-0.561239943008747,NA,NA,NA,NA,NA,NA,NA,NA
30,40,30,0,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,0,5,2,3,0,1,40,40,30,0,0,1,1,1,2,2,1,1,1,2,1,1,1,4,2,2,2,2,4,1,0,1,1,1,1,4,2,3,5,4,30,0,1,1,1,1,1,1,2,2,1,1,30,30,1,1,1,1,30,40,1,1,1,2,4,3,2,30,30,1,1,1,3,15,70,1,30,70,1,40,70,2,50,70,0,0,0,1,-1.12138698071779,-0.848290685825829,-1.67338594343067,-1.30624760654362,-0.415289405971067,-1.26781734811783,-2.1675081690277,-1.74513641296822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14153714565141,-0.970517132990461,-1.30858531175881,-0.969365874288693
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,50,50,1,1,1,2,1,1,3,1,1,1,3,2,1,2,2,2,2,4,3,4,3,2,4,0,4,2,5,1,1,40,50,40,1,1,1,3,2,2,3,1,2,2,3,1,2,3,4,4,4,4,4,6,1,0,1,1,NA,5,4,4,4,4,4,50,1,2,4,5,5,4,3,5,2,5,1,50,50,2,1,5,5,50,40,3,3,4,4,4,4,2,50,40,4,1,1,5,60,50,6,70,40,4,60,50,5,60,40,1,0,0,0,0.404774938554765,1.06080784902291,-0.146654566040624,0.250753227040726,0.591530418841567,1.10264917217042,-0.118261178822498,0.489865084313172,0.602874560761683,1.25453576805625,-0.459487448889381,0.105713697760402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,0,NA,0,1,NA,1,2,1,1,1,NA,2,1,1,2,NA,2,1,4,1,NA,2,4,0,4,1,4,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,4,NA,1,2,5,2,1,2,50,50,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,70,NA,NA,NA,3,10,90,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,-0.906270761663977,NA,-1.10940337918381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,40,40,0,1,0,1,1,1,2,1,1,1,2,NA,1,2,1,1,1,2,2,1,2,4,1,0,4,1,1,1,1,50,50,30,0,1,0,2,1,2,3,1,1,1,3,1,1,2,3,3,2,2,2,5,0,0,0,1,NA,5,5,5,4,1,3,20,1,3,1,5,1,3,2,3,1,5,1,30,60,1,NA,NA,5,30,50,3,1,1,2,2,2,1,30,50,2,1,1,1,60,80,2,40,60,4,50,70,3,50,60,0,0,0,1,NA,-0.381162116779131,NA,-1.39953370539826,-1.40403749968846,-0.792265358163472,-0.243250107458105,-1.00076481869382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.593220771562638,NA,-1.04002684087187
50,40,40,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,5,0,1,3,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,2,1,5,2,4,2,5,1,5,1,30,85,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,70,NA,NA,NA,2,60,60,NA,NA,NA,0,0,0,0,-1.20916848613136,NA,-0.823856432781715,NA,-0.410948502600428,NA,-1.41995591806368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,50,50,0,0,0,2,2,2,1,1,1,1,2,2,1,1,1,1,1,4,2,1,2,1,3,0,3,2,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,1,1,1,3,2,5,2,1,1,50,0,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,45,55,NA,NA,NA,3,40,40,NA,NA,NA,0,0,0,1,-0.764161687747619,NA,-0.932247579149414,NA,-0.903472223896698,NA,-0.7782288721135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.807203110432547,NA,-0.602838870003357,NA
15,30,50,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,3,2,4,0,4,1,3,1,1,NA,NA,NA,NA,NA,NA,3,1,1,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,80,1,4,3,2,2,4,2,5,3,4,3,70,20,5,5,1,5,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,80,70,3,50,100,5,NA,40,3,NA,NA,1,0,0,1,-0.603927787820215,NA,1.05137884518697,NA,-1.39812029803101,-0.329866837958663,NA,NA,-0.683535932569496,NA,0.837020193264617,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.481923167075362,NA,1.19987641800871,NA
30,30,0,NA,0,0,1,1,NA,2,1,1,1,2,3,1,1,1,NA,2,NA,2,4,2,2,5,1,4,4,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,2,2,2,4,5,3,5,3,4,2,30,100,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,50,50,NA,NA,NA,5,100,50,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,0.0927354370815074,NA,0.660307535230189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
